x_km,y_km,src
7.046,28.715,map1_tophat
7.105,28.716,map1_tophat
7.165,28.716,map1_tophat
7.224,28.717,map1_tophat
7.283,28.717,map1_tophat
7.342,28.718,map1_tophat
7.401,28.719,map1_tophat
7.461,28.719,map1_tophat
7.52,28.72,map1_tophat
7.579,28.721,map1_tophat
2.251,28.564,map1_tophat
2.31,28.564,map1_tophat
5.507,28.599,map1_tophat
5.566,28.599,map1_tophat
5.626,28.6,map1_tophat
5.685,28.6,map1_tophat
5.744,28.601,map1_tophat
5.803,28.602,map1_tophat
5.862,28.602,map1_tophat
5.922,28.603,map1_tophat
5.981,28.604,map1_tophat
7.047,28.615,map1_tophat
7.106,28.616,map1_tophat
7.52,28.62,map1_tophat
7.579,28.621,map1_tophat
7.639,28.621,map1_tophat
7.698,28.622,map1_tophat
7.757,28.623,map1_tophat
2.252,28.464,map1_tophat
7.698,28.522,map1_tophat
7.757,28.523,map1_tophat
7.817,28.523,map1_tophat
7.876,28.524,map1_tophat
7.935,28.524,map1_tophat
2.252,28.364,map1_tophat
7.994,28.425,map1_tophat
8.054,28.426,map1_tophat
8.113,28.426,map1_tophat
8.054,28.326,map1_tophat
8.113,28.326,map1_tophat
8.172,28.327,map1_tophat
8.232,28.328,map1_tophat
8.173,28.227,map1_tophat
8.232,28.228,map1_tophat
8.291,28.228,map1_tophat
8.35,28.229,map1_tophat
8.41,28.23,map1_tophat
8.41,28.13,map1_tophat
8.469,28.13,map1_tophat
8.528,28.131,map1_tophat
8.588,28.131,map1_tophat
8.647,28.132,map1_tophat
8.588,28.031,map1_tophat
8.647,28.032,map1_tophat
8.706,28.033,map1_tophat
8.766,28.033,map1_tophat
8.766,27.933,map1_tophat
8.825,27.934,map1_tophat
8.884,27.935,map1_tophat
8.885,27.835,map1_tophat
8.944,27.835,map1_tophat
9.003,27.836,map1_tophat
8.295,27.128,map1_tophat
8.355,27.129,map1_tophat
8.414,27.13,map1_tophat
8.296,27.028,map1_tophat
8.355,27.029,map1_tophat
8.414,27.03,map1_tophat
8.473,27.03,map1_tophat
8.533,27.031,map1_tophat
8.592,27.032,map1_tophat
8.296,26.928,map1_tophat
8.355,26.929,map1_tophat
8.415,26.93,map1_tophat
8.474,26.93,map1_tophat
8.533,26.931,map1_tophat
8.592,26.932,map1_tophat
8.651,26.932,map1_tophat
8.711,26.933,map1_tophat
8.77,26.934,map1_tophat
8.829,26.934,map1_tophat
8.296,26.828,map1_tophat
8.356,26.829,map1_tophat
8.415,26.83,map1_tophat
8.474,26.83,map1_tophat
8.533,26.831,map1_tophat
8.593,26.832,map1_tophat
8.652,26.832,map1_tophat
8.711,26.833,map1_tophat
8.77,26.834,map1_tophat
8.356,26.729,map1_tophat
8.474,26.73,map1_tophat
8.534,26.731,map1_tophat
8.593,26.732,map1_tophat
8.652,26.732,map1_tophat
8.711,26.733,map1_tophat
7.898,22.625,map1_tophat
7.957,22.625,map1_tophat
8.016,22.626,map1_tophat
8.431,22.63,map1_tophat
7.839,22.524,map1_tophat
7.898,22.525,map1_tophat
8.431,22.53,map1_tophat
8.49,22.531,map1_tophat
7.839,22.424,map1_tophat
7.899,22.425,map1_tophat
8.491,22.431,map1_tophat
7.84,22.324,map1_tophat
7.899,22.325,map1_tophat
8.491,22.331,map1_tophat
7.189,22.217,map1_tophat
7.248,22.218,map1_tophat
7.781,22.223,map1_tophat
7.84,22.224,map1_tophat
8.491,22.231,map1_tophat
8.551,22.232,map1_tophat
8.61,22.232,map1_tophat
8.669,22.233,map1_tophat
5.828,22.103,map1_tophat
5.887,22.103,map1_tophat
5.946,22.104,map1_tophat
6.005,22.104,map1_tophat
6.064,22.105,map1_tophat
6.124,22.106,map1_tophat
6.183,22.106,map1_tophat
6.242,22.107,map1_tophat
6.301,22.108,map1_tophat
6.42,22.109,map1_tophat
6.479,22.11,map1_tophat
6.538,22.11,map1_tophat
6.597,22.111,map1_tophat
6.775,22.113,map1_tophat
6.834,22.113,map1_tophat
6.893,22.114,map1_tophat
6.952,22.115,map1_tophat
7.071,22.116,map1_tophat
7.13,22.116,map1_tophat
7.189,22.117,map1_tophat
7.308,22.118,map1_tophat
7.367,22.119,map1_tophat
7.426,22.12,map1_tophat
7.781,22.123,map1_tophat
7.84,22.124,map1_tophat
8.551,22.132,map1_tophat
8.61,22.132,map1_tophat
8.669,22.133,map1_tophat
8.729,22.134,map1_tophat
5.828,22.003,map1_tophat
5.887,22.003,map1_tophat
6.065,22.005,map1_tophat
6.124,22.006,map1_tophat
6.183,22.006,map1_tophat
6.242,22.007,map1_tophat
6.302,22.008,map1_tophat
6.42,22.009,map1_tophat
6.479,22.01,map1_tophat
6.538,22.01,map1_tophat
6.598,22.011,map1_tophat
6.657,22.011,map1_tophat
6.716,22.012,map1_tophat
6.775,22.013,map1_tophat
6.834,22.013,map1_tophat
6.894,22.014,map1_tophat
6.953,22.015,map1_tophat
7.012,22.015,map1_tophat
7.071,22.016,map1_tophat
7.13,22.016,map1_tophat
7.426,22.02,map1_tophat
7.486,22.02,map1_tophat
7.722,22.023,map1_tophat
7.782,22.023,map1_tophat
8.729,22.034,map1_tophat
8.788,22.034,map1_tophat
8.847,22.035,map1_tophat
5.769,21.902,map1_tophat
5.828,21.903,map1_tophat
5.888,21.903,map1_tophat
7.486,21.92,map1_tophat
7.545,21.921,map1_tophat
7.604,21.922,map1_tophat
7.664,21.922,map1_tophat
7.723,21.923,map1_tophat
8.848,21.935,map1_tophat
8.907,21.935,map1_tophat
5.651,21.801,map1_tophat
5.71,21.801,map1_tophat
5.77,21.802,map1_tophat
5.829,21.803,map1_tophat
7.605,21.822,map1_tophat
7.664,21.822,map1_tophat
8.907,21.835,map1_tophat
8.966,21.836,map1_tophat
5.356,21.698,map1_tophat
5.415,21.698,map1_tophat
5.474,21.699,map1_tophat
5.533,21.699,map1_tophat
5.592,21.7,map1_tophat
5.652,21.701,map1_tophat
5.711,21.701,map1_tophat
8.908,21.735,map1_tophat
8.967,21.736,map1_tophat
9.085,21.737,map1_tophat
5.356,21.598,map1_tophat
5.415,21.598,map1_tophat
5.474,21.599,map1_tophat
5.533,21.599,map1_tophat
5.652,21.601,map1_tophat
8.908,21.636,map1_tophat
9.086,21.637,map1_tophat
5.475,21.499,map1_tophat
5.534,21.499,map1_tophat
5.593,21.5,map1_tophat
5.652,21.501,map1_tophat
8.908,21.536,map1_tophat
9.086,21.537,map1_tophat
5.593,21.4,map1_tophat
5.653,21.401,map1_tophat
5.712,21.401,map1_tophat
9.086,21.437,map1_tophat
5.712,21.301,map1_tophat
5.771,21.302,map1_tophat
9.087,21.337,map1_tophat
9.146,21.338,map1_tophat
9.205,21.339,map1_tophat
5.713,21.201,map1_tophat
5.772,21.202,map1_tophat
5.831,21.203,map1_tophat
9.087,21.237,map1_tophat
9.146,21.238,map1_tophat
9.205,21.239,map1_tophat
5.772,21.102,map1_tophat
5.831,21.103,map1_tophat
5.891,21.103,map1_tophat
9.087,21.137,map1_tophat
5.891,21.003,map1_tophat
5.95,21.004,map1_tophat
9.029,21.037,map1_tophat
9.088,21.037,map1_tophat
5.951,20.904,map1_tophat
6.01,20.905,map1_tophat
9.029,20.937,map1_tophat
5.951,20.804,map1_tophat
6.01,20.805,map1_tophat
6.069,20.805,map1_tophat
8.97,20.836,map1_tophat
9.029,20.837,map1_tophat
6.01,20.705,map1_tophat
6.07,20.705,map1_tophat
6.129,20.706,map1_tophat
8.911,20.736,map1_tophat
8.971,20.736,map1_tophat
6.129,20.606,map1_tophat
8.912,20.636,map1_tophat
8.971,20.636,map1_tophat
6.13,20.506,map1_tophat
6.189,20.507,map1_tophat
6.248,20.507,map1_tophat
8.675,20.533,map1_tophat
8.971,20.536,map1_tophat
6.189,20.407,map1_tophat
6.248,20.407,map1_tophat
8.676,20.433,map1_tophat
8.972,20.436,map1_tophat
9.031,20.437,map1_tophat
6.249,20.307,map1_tophat
6.308,20.308,map1_tophat
8.676,20.333,map1_tophat
9.031,20.337,map1_tophat
6.308,20.208,map1_tophat
6.368,20.209,map1_tophat
8.676,20.233,map1_tophat
8.736,20.234,map1_tophat
9.032,20.237,map1_tophat
9.091,20.238,map1_tophat
9.15,20.238,map1_tophat
6.309,20.108,map1_tophat
6.368,20.109,map1_tophat
6.427,20.109,map1_tophat
8.677,20.133,map1_tophat
8.736,20.134,map1_tophat
9.15,20.138,map1_tophat
9.21,20.139,map1_tophat
9.269,20.14,map1_tophat
6.368,20.009,map1_tophat
6.428,20.009,map1_tophat
8.736,20.034,map1_tophat
9.21,20.039,map1_tophat
9.269,20.04,map1_tophat
6.428,19.909,map1_tophat
6.487,19.91,map1_tophat
8.737,19.934,map1_tophat
8.796,19.934,map1_tophat
9.21,19.939,map1_tophat
6.428,19.809,map1_tophat
6.487,19.81,map1_tophat
8.796,19.834,map1_tophat
8.856,19.835,map1_tophat
9.211,19.839,map1_tophat
9.27,19.84,map1_tophat
6.488,19.71,map1_tophat
8.797,19.735,map1_tophat
8.856,19.735,map1_tophat
8.915,19.736,map1_tophat
9.27,19.74,map1_tophat
9.33,19.74,map1_tophat
6.488,19.61,map1_tophat
6.547,19.61,map1_tophat
8.915,19.636,map1_tophat
8.975,19.636,map1_tophat
9.33,19.64,map1_tophat
9.389,19.641,map1_tophat
10.514,19.653,map1_tophat
10.573,19.653,map1_tophat
10.632,19.654,map1_tophat
10.692,19.655,map1_tophat
10.751,19.655,map1_tophat
10.81,19.656,map1_tophat
6.489,19.51,map1_tophat
6.548,19.511,map1_tophat
8.975,19.536,map1_tophat
9.034,19.537,map1_tophat
10.041,19.548,map1_tophat
10.1,19.548,map1_tophat
10.277,19.55,map1_tophat
10.337,19.551,map1_tophat
10.396,19.552,map1_tophat
10.455,19.552,map1_tophat
10.514,19.553,map1_tophat
6.548,19.411,map1_tophat
6.607,19.411,map1_tophat
9.035,19.437,map1_tophat
10.1,19.448,map1_tophat
10.159,19.449,map1_tophat
10.219,19.45,map1_tophat
10.278,19.45,map1_tophat
10.337,19.451,map1_tophat
6.549,19.311,map1_tophat
6.608,19.311,map1_tophat
9.035,19.337,map1_tophat
6.549,19.211,map1_tophat
6.608,19.211,map1_tophat
9.035,19.237,map1_tophat
9.095,19.238,map1_tophat
10.515,19.253,map1_tophat
6.549,19.111,map1_tophat
6.608,19.111,map1_tophat
9.036,19.137,map1_tophat
9.095,19.138,map1_tophat
10.516,19.153,map1_tophat
10.575,19.154,map1_tophat
6.55,19.011,map1_tophat
6.609,19.011,map1_tophat
9.095,19.038,map1_tophat
10.575,19.054,map1_tophat
10.635,19.054,map1_tophat
6.55,18.911,map1_tophat
6.609,18.911,map1_tophat
9.096,18.938,map1_tophat
10.576,18.954,map1_tophat
10.635,18.954,map1_tophat
6.55,18.811,map1_tophat
6.61,18.811,map1_tophat
9.096,18.838,map1_tophat
10.635,18.854,map1_tophat
6.551,18.711,map1_tophat
6.61,18.711,map1_tophat
10.636,18.754,map1_tophat
10.695,18.755,map1_tophat
6.492,18.61,map1_tophat
6.551,18.611,map1_tophat
6.61,18.611,map1_tophat
9.156,18.638,map1_tophat
10.695,18.655,map1_tophat
6.552,18.511,map1_tophat
6.611,18.511,map1_tophat
9.097,18.538,map1_tophat
9.156,18.538,map1_tophat
10.696,18.555,map1_tophat
6.552,18.411,map1_tophat
6.611,18.411,map1_tophat
9.098,18.438,map1_tophat
9.157,18.438,map1_tophat
10.696,18.455,map1_tophat
6.611,18.311,map1_tophat
9.098,18.338,map1_tophat
9.157,18.338,map1_tophat
10.696,18.355,map1_tophat
8.98,18.237,map1_tophat
9.039,18.237,map1_tophat
9.098,18.238,map1_tophat
10.638,18.254,map1_tophat
10.697,18.255,map1_tophat
8.921,18.136,map1_tophat
8.98,18.137,map1_tophat
9.039,18.137,map1_tophat
10.697,18.155,map1_tophat
10.756,18.156,map1_tophat
10.816,18.156,map1_tophat
8.921,18.036,map1_tophat
8.981,18.037,map1_tophat
10.816,18.056,map1_tophat
10.875,18.057,map1_tophat
8.922,17.936,map1_tophat
8.981,17.937,map1_tophat
10.875,17.957,map1_tophat
10.935,17.958,map1_tophat
8.922,17.836,map1_tophat
8.981,17.837,map1_tophat
10.935,17.858,map1_tophat
10.994,17.858,map1_tophat
11.053,17.859,map1_tophat
11.113,17.859,map1_tophat
8.982,17.737,map1_tophat
9.041,17.737,map1_tophat
11.054,17.759,map1_tophat
11.113,17.759,map1_tophat
8.923,17.636,map1_tophat
8.982,17.637,map1_tophat
9.041,17.637,map1_tophat
11.054,17.659,map1_tophat
11.113,17.659,map1_tophat
8.864,17.535,map1_tophat
8.923,17.536,map1_tophat
11.055,17.559,map1_tophat
11.114,17.559,map1_tophat
8.865,17.435,map1_tophat
8.924,17.436,map1_tophat
11.055,17.459,map1_tophat
11.114,17.459,map1_tophat
11.173,17.46,map1_tophat
8.865,17.335,map1_tophat
11.174,17.36,map1_tophat
8.806,17.235,map1_tophat
8.865,17.235,map1_tophat
11.174,17.26,map1_tophat
11.233,17.261,map1_tophat
8.806,17.135,map1_tophat
8.866,17.135,map1_tophat
11.234,17.161,map1_tophat
11.293,17.161,map1_tophat
8.866,17.035,map1_tophat
8.925,17.036,map1_tophat
8.984,17.037,map1_tophat
11.234,17.061,map1_tophat
11.293,17.061,map1_tophat
8.985,16.937,map1_tophat
9.044,16.937,map1_tophat
11.294,16.961,map1_tophat
8.985,16.837,map1_tophat
9.044,16.837,map1_tophat
9.045,16.737,map1_tophat
9.045,16.637,map1_tophat
8.986,16.537,map1_tophat
9.045,16.537,map1_tophat
8.987,16.437,map1_tophat
9.046,16.437,map1_tophat
8.987,16.337,map1_tophat
9.046,16.337,map1_tophat
9.047,16.238,map1_tophat
8.988,16.137,map1_tophat
9.047,16.138,map1_tophat
8.929,16.036,map1_tophat
8.988,16.037,map1_tophat
9.047,16.038,map1_tophat
9.107,16.038,map1_tophat
8.929,15.936,map1_tophat
9.048,15.938,map1_tophat
9.107,15.938,map1_tophat
8.93,15.836,map1_tophat
9.048,15.838,map1_tophat
8.93,15.736,map1_tophat
9.048,15.738,map1_tophat
9.108,15.738,map1_tophat
8.93,15.636,map1_tophat
9.108,15.638,map1_tophat
9.167,15.639,map1_tophat
8.931,15.536,map1_tophat
9.168,15.539,map1_tophat
8.931,15.436,map1_tophat
8.99,15.437,map1_tophat
9.168,15.439,map1_tophat
8.932,15.336,map1_tophat
8.991,15.337,map1_tophat
9.05,15.338,map1_tophat
9.168,15.339,map1_tophat
9.228,15.34,map1_tophat
8.991,15.237,map1_tophat
9.05,15.238,map1_tophat
9.11,15.238,map1_tophat
9.169,15.239,map1_tophat
8.873,15.136,map1_tophat
8.992,15.137,map1_tophat
9.051,15.138,map1_tophat
9.11,15.138,map1_tophat
9.169,15.139,map1_tophat
9.228,15.14,map1_tophat
13.491,15.185,map1_tophat
13.55,15.186,map1_tophat
13.609,15.186,map1_tophat
13.668,15.187,map1_tophat
13.728,15.188,map1_tophat
13.787,15.188,map1_tophat
13.846,15.189,map1_tophat
13.905,15.19,map1_tophat
13.964,15.19,map1_tophat
14.024,15.191,map1_tophat
14.083,15.191,map1_tophat
14.142,15.192,map1_tophat
8.814,15.035,map1_tophat
8.873,15.036,map1_tophat
8.933,15.036,map1_tophat
8.992,15.037,map1_tophat
9.051,15.038,map1_tophat
9.169,15.039,map1_tophat
9.229,15.04,map1_tophat
9.288,15.04,map1_tophat
9.347,15.041,map1_tophat
14.024,15.091,map1_tophat
14.083,15.091,map1_tophat
14.142,15.092,map1_tophat
14.202,15.093,map1_tophat
14.261,15.093,map1_tophat
14.32,15.094,map1_tophat
14.379,15.095,map1_tophat
14.438,15.095,map1_tophat
14.498,15.096,map1_tophat
14.557,15.096,map1_tophat
8.815,14.935,map1_tophat
8.874,14.936,map1_tophat
9.288,14.94,map1_tophat
9.347,14.941,map1_tophat
8.815,14.835,map1_tophat
8.874,14.836,map1_tophat
9.348,14.841,map1_tophat
9.407,14.841,map1_tophat
9.466,14.842,map1_tophat
9.525,14.843,map1_tophat
8.875,14.736,map1_tophat
9.348,14.741,map1_tophat
9.407,14.741,map1_tophat
9.467,14.742,map1_tophat
9.526,14.743,map1_tophat
9.585,14.743,map1_tophat
8.875,14.636,map1_tophat
8.934,14.636,map1_tophat
8.993,14.637,map1_tophat
9.467,14.642,map1_tophat
9.526,14.643,map1_tophat
8.935,14.536,map1_tophat
8.994,14.537,map1_tophat
9.053,14.538,map1_tophat
9.527,14.543,map1_tophat
9.586,14.543,map1_tophat
8.994,14.437,map1_tophat
9.053,14.438,map1_tophat
9.113,14.438,map1_tophat
9.586,14.443,map1_tophat
9.645,14.444,map1_tophat
9.113,14.338,map1_tophat
9.172,14.339,map1_tophat
9.587,14.343,map1_tophat
9.646,14.344,map1_tophat
9.705,14.345,map1_tophat
9.113,14.238,map1_tophat
9.172,14.239,map1_tophat
9.646,14.244,map1_tophat
9.705,14.245,map1_tophat
9.114,14.138,map1_tophat
9.173,14.139,map1_tophat
9.646,14.144,map1_tophat
9.706,14.145,map1_tophat
9.114,14.038,map1_tophat
9.173,14.039,map1_tophat
9.706,14.045,map1_tophat
9.765,14.045,map1_tophat
9.114,13.938,map1_tophat
9.174,13.939,map1_tophat
9.766,13.945,map1_tophat
9.825,13.946,map1_tophat
9.884,13.947,map1_tophat
9.943,13.947,map1_tophat
10.002,13.948,map1_tophat
9.115,13.838,map1_tophat
9.174,13.839,map1_tophat
9.944,13.847,map1_tophat
10.003,13.848,map1_tophat
10.062,13.849,map1_tophat
10.121,13.849,map1_tophat
9.174,13.739,map1_tophat
9.234,13.74,map1_tophat
10.003,13.748,map1_tophat
10.062,13.749,map1_tophat
10.122,13.749,map1_tophat
10.181,13.75,map1_tophat
10.24,13.75,map1_tophat
9.175,13.639,map1_tophat
9.234,13.64,map1_tophat
9.293,13.64,map1_tophat
9.352,13.641,map1_tophat
10.004,13.648,map1_tophat
10.063,13.649,map1_tophat
10.122,13.649,map1_tophat
10.181,13.65,map1_tophat
10.24,13.65,map1_tophat
10.3,13.651,map1_tophat
10.477,13.653,map1_tophat
10.596,13.654,map1_tophat
10.655,13.655,map1_tophat
10.714,13.656,map1_tophat
10.773,13.656,map1_tophat
10.832,13.657,map1_tophat
10.892,13.657,map1_tophat
10.951,13.658,map1_tophat
11.128,13.66,map1_tophat
11.188,13.661,map1_tophat
9.234,13.54,map1_tophat
9.294,13.54,map1_tophat
9.353,13.541,map1_tophat
10.478,13.553,map1_tophat
10.537,13.554,map1_tophat
10.596,13.554,map1_tophat
10.774,13.556,map1_tophat
10.892,13.557,map1_tophat
10.951,13.558,map1_tophat
11.01,13.559,map1_tophat
11.07,13.559,map1_tophat
11.188,13.561,map1_tophat
11.247,13.561,map1_tophat
9.235,13.44,map1_tophat
9.294,13.44,map1_tophat
9.353,13.441,map1_tophat
9.412,13.442,map1_tophat
10.478,13.453,map1_tophat
10.537,13.454,map1_tophat
11.011,13.459,map1_tophat
11.07,13.459,map1_tophat
11.188,13.461,map1_tophat
11.248,13.461,map1_tophat
11.307,13.462,map1_tophat
9.235,13.34,map1_tophat
9.294,13.34,map1_tophat
9.413,13.342,map1_tophat
9.472,13.342,map1_tophat
9.531,13.343,map1_tophat
11.13,13.36,map1_tophat
11.189,13.361,map1_tophat
9.235,13.24,map1_tophat
9.295,13.24,map1_tophat
9.472,13.242,map1_tophat
9.531,13.243,map1_tophat
9.591,13.244,map1_tophat
9.65,13.244,map1_tophat
11.13,13.26,map1_tophat
11.189,13.261,map1_tophat
9.295,13.14,map1_tophat
9.65,13.144,map1_tophat
9.709,13.145,map1_tophat
11.189,13.161,map1_tophat
9.236,13.04,map1_tophat
11.19,13.061,map1_tophat
9.237,12.94,map1_tophat
9.296,12.94,map1_tophat
11.131,12.96,map1_tophat
11.19,12.961,map1_tophat
9.237,12.84,map1_tophat
9.296,12.84,map1_tophat
11.072,12.859,map1_tophat
11.131,12.86,map1_tophat
9.237,12.74,map1_tophat
9.297,12.741,map1_tophat
10.954,12.758,map1_tophat
11.013,12.759,map1_tophat
11.073,12.759,map1_tophat
11.132,12.76,map1_tophat
9.297,12.641,map1_tophat
11.014,12.659,map1_tophat
11.073,12.659,map1_tophat
11.132,12.66,map1_tophat
11.251,12.661,map1_tophat
9.297,12.541,map1_tophat
11.073,12.559,map1_tophat
11.192,12.561,map1_tophat
11.251,12.561,map1_tophat
9.238,12.44,map1_tophat
9.298,12.441,map1_tophat
10.955,12.458,map1_tophat
11.014,12.459,map1_tophat
11.074,12.46,map1_tophat
11.133,12.46,map1_tophat
11.192,12.461,map1_tophat
11.251,12.461,map1_tophat
9.239,12.34,map1_tophat
9.298,12.341,map1_tophat
10.956,12.358,map1_tophat
11.015,12.359,map1_tophat
11.074,12.36,map1_tophat
11.133,12.36,map1_tophat
9.298,12.241,map1_tophat
9.358,12.241,map1_tophat
11.134,12.26,map1_tophat
11.193,12.261,map1_tophat
9.299,12.141,map1_tophat
9.358,12.141,map1_tophat
11.193,12.161,map1_tophat
11.252,12.161,map1_tophat
9.181,12.039,map1_tophat
9.24,12.04,map1_tophat
9.299,12.041,map1_tophat
11.134,12.06,map1_tophat
11.194,12.061,map1_tophat
9.181,11.939,map1_tophat
9.24,11.94,map1_tophat
11.135,11.96,map1_tophat
11.194,11.961,map1_tophat
11.253,11.961,map1_tophat
9.181,11.839,map1_tophat
9.241,11.84,map1_tophat
9.3,11.841,map1_tophat
11.135,11.86,map1_tophat
11.254,11.861,map1_tophat
11.313,11.862,map1_tophat
9.063,11.738,map1_tophat
9.182,11.739,map1_tophat
9.241,11.74,map1_tophat
9.3,11.741,map1_tophat
11.076,11.76,map1_tophat
11.135,11.76,map1_tophat
11.313,11.762,map1_tophat
9.064,11.638,map1_tophat
9.123,11.639,map1_tophat
9.182,11.639,map1_tophat
9.241,11.64,map1_tophat
11.195,11.661,map1_tophat
11.313,11.662,map1_tophat
11.373,11.663,map1_tophat
9.064,11.538,map1_tophat
9.123,11.539,map1_tophat
9.183,11.539,map1_tophat
9.242,11.54,map1_tophat
9.301,11.541,map1_tophat
9.36,11.541,map1_tophat
9.419,11.542,map1_tophat
11.136,11.56,map1_tophat
11.195,11.561,map1_tophat
11.255,11.562,map1_tophat
11.373,11.563,map1_tophat
12.202,11.572,map1_tophat
8.946,11.437,map1_tophat
9.005,11.438,map1_tophat
9.065,11.438,map1_tophat
9.183,11.439,map1_tophat
9.242,11.44,map1_tophat
9.301,11.441,map1_tophat
9.361,11.441,map1_tophat
9.42,11.442,map1_tophat
9.479,11.443,map1_tophat
11.077,11.46,map1_tophat
11.137,11.46,map1_tophat
11.196,11.461,map1_tophat
11.255,11.462,map1_tophat
11.314,11.462,map1_tophat
11.373,11.463,map1_tophat
11.433,11.463,map1_tophat
11.492,11.464,map1_tophat
11.551,11.465,map1_tophat
11.61,11.465,map1_tophat
11.669,11.466,map1_tophat
12.143,11.471,map1_tophat
12.202,11.472,map1_tophat
12.261,11.472,map1_tophat
12.321,11.473,map1_tophat
12.38,11.474,map1_tophat
8.947,11.337,map1_tophat
9.006,11.338,map1_tophat
9.302,11.341,map1_tophat
9.361,11.341,map1_tophat
9.42,11.342,map1_tophat
11.137,11.36,map1_tophat
11.196,11.361,map1_tophat
11.255,11.362,map1_tophat
11.611,11.365,map1_tophat
11.67,11.366,map1_tophat
11.729,11.367,map1_tophat
11.788,11.367,map1_tophat
12.025,11.37,map1_tophat
12.084,11.37,map1_tophat
12.143,11.371,map1_tophat
12.38,11.374,map1_tophat
12.439,11.374,map1_tophat
8.947,11.237,map1_tophat
9.006,11.238,map1_tophat
9.302,11.241,map1_tophat
9.361,11.241,map1_tophat
11.729,11.267,map1_tophat
11.789,11.267,map1_tophat
11.848,11.268,map1_tophat
12.44,11.274,map1_tophat
12.499,11.275,map1_tophat
8.77,11.135,map1_tophat
8.829,11.136,map1_tophat
8.888,11.136,map1_tophat
8.947,11.137,map1_tophat
9.362,11.141,map1_tophat
9.421,11.142,map1_tophat
9.48,11.143,map1_tophat
12.499,11.175,map1_tophat
12.559,11.175,map1_tophat
8.711,11.034,map1_tophat
8.77,11.035,map1_tophat
8.829,11.036,map1_tophat
9.421,11.042,map1_tophat
9.48,11.043,map1_tophat
12.559,11.076,map1_tophat
9.481,10.943,map1_tophat
9.54,10.943,map1_tophat
12.559,10.976,map1_tophat
12.619,10.976,map1_tophat
9.422,10.842,map1_tophat
9.481,10.843,map1_tophat
9.54,10.843,map1_tophat
12.56,10.876,map1_tophat
12.619,10.876,map1_tophat
9.304,10.741,map1_tophat
9.363,10.741,map1_tophat
9.422,10.742,map1_tophat
9.482,10.743,map1_tophat
12.619,10.776,map1_tophat
9.304,10.641,map1_tophat
12.62,10.676,map1_tophat
12.679,10.677,map1_tophat
12.738,10.677,map1_tophat
9.246,10.54,map1_tophat
9.305,10.541,map1_tophat
12.62,10.576,map1_tophat
12.679,10.577,map1_tophat
12.738,10.577,map1_tophat
12.798,10.578,map1_tophat
9.187,10.44,map1_tophat
9.246,10.44,map1_tophat
12.739,10.477,map1_tophat
12.798,10.478,map1_tophat
12.857,10.479,map1_tophat
9.187,10.34,map1_tophat
9.246,10.34,map1_tophat
12.798,10.378,map1_tophat
12.858,10.379,map1_tophat
12.917,10.379,map1_tophat
12.976,10.38,map1_tophat
9.187,10.24,map1_tophat
12.917,10.279,map1_tophat
12.976,10.28,map1_tophat
9.188,10.14,map1_tophat
9.247,10.14,map1_tophat
12.977,10.18,map1_tophat
13.036,10.181,map1_tophat
9.129,10.039,map1_tophat
9.188,10.04,map1_tophat
9.247,10.04,map1_tophat
12.977,10.08,map1_tophat
13.036,10.081,map1_tophat
9.129,9.939,map1_tophat
9.189,9.94,map1_tophat
13.037,9.981,map1_tophat
13.096,9.981,map1_tophat
9.189,9.84,map1_tophat
9.248,9.84,map1_tophat
13.037,9.881,map1_tophat
13.096,9.881,map1_tophat
13.155,9.882,map1_tophat
13.629,9.887,map1_tophat
13.688,9.888,map1_tophat
17.951,9.933,map1_tophat
9.13,9.739,map1_tophat
9.189,9.74,map1_tophat
9.249,9.74,map1_tophat
9.308,9.741,map1_tophat
13.097,9.781,map1_tophat
13.156,9.782,map1_tophat
13.215,9.783,map1_tophat
13.274,9.783,map1_tophat
13.333,9.784,map1_tophat
13.393,9.785,map1_tophat
13.452,9.785,map1_tophat
13.511,9.786,map1_tophat
13.57,9.786,map1_tophat
13.629,9.787,map1_tophat
13.689,9.788,map1_tophat
13.748,9.788,map1_tophat
17.892,9.833,map1_tophat
17.951,9.833,map1_tophat
9.249,9.64,map1_tophat
9.308,9.641,map1_tophat
9.427,9.642,map1_tophat
9.486,9.643,map1_tophat
9.545,9.643,map1_tophat
9.604,9.644,map1_tophat
13.215,9.683,map1_tophat
13.275,9.683,map1_tophat
13.334,9.684,map1_tophat
13.393,9.685,map1_tophat
13.452,9.685,map1_tophat
13.511,9.686,map1_tophat
13.571,9.686,map1_tophat
13.63,9.687,map1_tophat
13.748,9.688,map1_tophat
13.807,9.689,map1_tophat
17.774,9.731,map1_tophat
17.892,9.733,map1_tophat
9.308,9.541,map1_tophat
9.368,9.542,map1_tophat
9.427,9.542,map1_tophat
9.486,9.543,map1_tophat
9.545,9.543,map1_tophat
9.604,9.544,map1_tophat
9.664,9.545,map1_tophat
9.723,9.545,map1_tophat
9.782,9.546,map1_tophat
9.841,9.547,map1_tophat
17.774,9.631,map1_tophat
17.834,9.632,map1_tophat
17.893,9.633,map1_tophat
9.486,9.443,map1_tophat
9.546,9.443,map1_tophat
9.782,9.446,map1_tophat
9.842,9.447,map1_tophat
9.901,9.447,map1_tophat
9.96,9.448,map1_tophat
10.019,9.449,map1_tophat
10.078,9.449,map1_tophat
10.138,9.45,map1_tophat
10.197,9.45,map1_tophat
10.256,9.451,map1_tophat
