x_km,y_km,src
17.775,9.531,map1_tophat
17.834,9.532,map1_tophat
9.546,9.343,map1_tophat
9.605,9.344,map1_tophat
10.079,9.349,map1_tophat
10.138,9.35,map1_tophat
10.197,9.35,map1_tophat
10.256,9.351,map1_tophat
10.552,9.354,map1_tophat
17.716,9.431,map1_tophat
17.775,9.431,map1_tophat
9.546,9.244,map1_tophat
9.606,9.244,map1_tophat
10.257,9.251,map1_tophat
10.316,9.252,map1_tophat
10.494,9.254,map1_tophat
10.553,9.254,map1_tophat
10.612,9.255,map1_tophat
10.671,9.256,map1_tophat
17.716,9.331,map1_tophat
17.775,9.331,map1_tophat
9.547,9.144,map1_tophat
9.606,9.144,map1_tophat
10.257,9.151,map1_tophat
10.316,9.152,map1_tophat
10.435,9.153,map1_tophat
10.494,9.154,map1_tophat
10.612,9.155,map1_tophat
10.672,9.156,map1_tophat
17.717,9.231,map1_tophat
17.776,9.231,map1_tophat
9.547,9.044,map1_tophat
9.606,9.044,map1_tophat
9.666,9.045,map1_tophat
10.317,9.052,map1_tophat
10.376,9.052,map1_tophat
10.435,9.053,map1_tophat
10.494,9.054,map1_tophat
10.554,9.054,map1_tophat
17.717,9.131,map1_tophat
17.776,9.131,map1_tophat
9.607,8.944,map1_tophat
9.666,8.945,map1_tophat
9.725,8.945,map1_tophat
10.554,8.954,map1_tophat
10.613,8.955,map1_tophat
17.717,9.031,map1_tophat
9.666,8.845,map1_tophat
9.726,8.845,map1_tophat
9.785,8.846,map1_tophat
10.554,8.854,map1_tophat
10.614,8.855,map1_tophat
10.673,8.856,map1_tophat
10.732,8.856,map1_tophat
17.659,8.93,map1_tophat
17.718,8.931,map1_tophat
9.785,8.746,map1_tophat
9.844,8.747,map1_tophat
10.673,8.756,map1_tophat
10.732,8.756,map1_tophat
14.758,8.799,map1_tophat
17.54,8.829,map1_tophat
17.6,8.83,map1_tophat
17.659,8.83,map1_tophat
9.845,8.647,map1_tophat
9.904,8.647,map1_tophat
10.733,8.656,map1_tophat
10.792,8.657,map1_tophat
14.699,8.699,map1_tophat
14.758,8.699,map1_tophat
14.818,8.7,map1_tophat
17.482,8.728,map1_tophat
17.541,8.729,map1_tophat
17.6,8.73,map1_tophat
9.904,8.547,map1_tophat
10.851,8.558,map1_tophat
10.911,8.558,map1_tophat
10.97,8.559,map1_tophat
11.029,8.559,map1_tophat
11.088,8.56,map1_tophat
11.384,8.563,map1_tophat
14.759,8.599,map1_tophat
17.364,8.627,map1_tophat
17.423,8.628,map1_tophat
17.482,8.628,map1_tophat
17.541,8.629,map1_tophat
9.845,8.447,map1_tophat
9.905,8.447,map1_tophat
10.911,8.458,map1_tophat
10.97,8.459,map1_tophat
11.029,8.459,map1_tophat
11.089,8.46,map1_tophat
11.325,8.463,map1_tophat
11.385,8.463,map1_tophat
11.444,8.464,map1_tophat
11.503,8.464,map1_tophat
14.996,8.502,map1_tophat
15.055,8.502,map1_tophat
15.114,8.503,map1_tophat
15.174,8.504,map1_tophat
17.364,8.527,map1_tophat
17.423,8.528,map1_tophat
17.482,8.528,map1_tophat
9.846,8.347,map1_tophat
10.971,8.359,map1_tophat
11.03,8.359,map1_tophat
11.267,8.362,map1_tophat
11.326,8.363,map1_tophat
11.444,8.364,map1_tophat
11.503,8.364,map1_tophat
11.563,8.365,map1_tophat
14.937,8.401,map1_tophat
14.996,8.402,map1_tophat
15.056,8.402,map1_tophat
15.115,8.403,map1_tophat
15.174,8.404,map1_tophat
15.233,8.404,map1_tophat
17.246,8.426,map1_tophat
17.305,8.426,map1_tophat
17.364,8.427,map1_tophat
9.846,8.247,map1_tophat
10.971,8.259,map1_tophat
11.03,8.259,map1_tophat
11.089,8.26,map1_tophat
11.149,8.261,map1_tophat
11.208,8.261,map1_tophat
11.267,8.262,map1_tophat
11.563,8.265,map1_tophat
11.918,8.269,map1_tophat
11.977,8.27,map1_tophat
12.037,8.27,map1_tophat
12.096,8.271,map1_tophat
14.997,8.302,map1_tophat
15.056,8.302,map1_tophat
15.115,8.303,map1_tophat
15.174,8.304,map1_tophat
15.234,8.304,map1_tophat
15.293,8.305,map1_tophat
15.352,8.306,map1_tophat
15.411,8.306,map1_tophat
15.47,8.307,map1_tophat
15.53,8.308,map1_tophat
15.589,8.308,map1_tophat
15.648,8.309,map1_tophat
17.306,8.326,map1_tophat
9.847,8.147,map1_tophat
11.149,8.161,map1_tophat
11.563,8.165,map1_tophat
11.623,8.166,map1_tophat
11.8,8.168,map1_tophat
11.859,8.168,map1_tophat
11.919,8.169,map1_tophat
15.115,8.203,map1_tophat
15.175,8.204,map1_tophat
15.234,8.204,map1_tophat
15.293,8.205,map1_tophat
15.352,8.206,map1_tophat
15.411,8.206,map1_tophat
15.471,8.207,map1_tophat
15.53,8.208,map1_tophat
15.589,8.208,map1_tophat
15.648,8.209,map1_tophat
15.707,8.209,map1_tophat
15.767,8.21,map1_tophat
16.003,8.213,map1_tophat
16.063,8.213,map1_tophat
16.122,8.214,map1_tophat
9.847,8.047,map1_tophat
11.623,8.066,map1_tophat
11.741,8.067,map1_tophat
11.801,8.068,map1_tophat
15.353,8.106,map1_tophat
15.412,8.106,map1_tophat
15.471,8.107,map1_tophat
15.53,8.108,map1_tophat
15.589,8.108,map1_tophat
15.649,8.109,map1_tophat
15.708,8.109,map1_tophat
15.945,8.112,map1_tophat
16.004,8.113,map1_tophat
16.063,8.113,map1_tophat
16.122,8.114,map1_tophat
16.181,8.114,map1_tophat
11.742,7.967,map1_tophat
11.801,7.968,map1_tophat
16.123,8.014,map1_tophat
16.182,8.014,map1_tophat
16.241,8.015,map1_tophat
16.359,8.016,map1_tophat
11.742,7.867,map1_tophat
11.801,7.868,map1_tophat
16.182,7.915,map1_tophat
16.241,7.915,map1_tophat
16.301,7.916,map1_tophat
16.36,7.916,map1_tophat
16.419,7.917,map1_tophat
16.478,7.918,map1_tophat
11.742,7.767,map1_tophat
16.479,7.818,map1_tophat
16.538,7.818,map1_tophat
16.597,7.819,map1_tophat
11.802,7.668,map1_tophat
11.861,7.668,map1_tophat
11.92,7.669,map1_tophat
11.98,7.67,map1_tophat
16.538,7.718,map1_tophat
16.597,7.719,map1_tophat
16.657,7.72,map1_tophat
11.802,7.568,map1_tophat
11.921,7.569,map1_tophat
11.98,7.57,map1_tophat
11.921,7.469,map1_tophat
11.98,7.47,map1_tophat
11.922,7.369,map1_tophat
11.981,7.37,map1_tophat
11.981,7.27,map1_tophat
12.04,7.27,map1_tophat
12.1,7.271,map1_tophat
12.159,7.272,map1_tophat
12.218,7.272,map1_tophat
12.277,7.273,map1_tophat
12.336,7.273,map1_tophat
12.396,7.274,map1_tophat
12.634,6.977,map1_tophat
12.693,6.977,map1_tophat
12.634,6.877,map1_tophat
12.693,6.877,map1_tophat
12.693,6.777,map1_tophat
12.753,6.778,map1_tophat
12.753,6.678,map1_tophat
12.812,6.679,map1_tophat
12.753,6.578,map1_tophat
12.813,6.579,map1_tophat
12.872,6.579,map1_tophat
12.813,6.479,map1_tophat
12.872,6.479,map1_tophat
12.931,6.48,map1_tophat
12.873,6.379,map1_tophat
15.596,6.308,map1_tophat
15.655,6.309,map1_tophat
15.537,6.208,map1_tophat
15.597,6.208,map1_tophat
15.479,6.107,map1_tophat
5.704,51.306,map2_clean
5.649,51.222,map2_clean
5.614,51.172,map2_clean
5.58,51.122,map2_clean
5.573,51.106,map2_clean
5.524,51.056,map2_clean
5.545,51.055,map2_clean
5.517,51.022,map2_clean
5.538,51.022,map2_clean
5.496,50.972,map2_clean
5.448,50.922,map2_clean
15.614,50.592,map2_clean
15.607,50.542,map2_clean
15.614,50.525,map2_clean
15.614,50.323,map2_clean
15.579,50.273,map2_clean
5.122,50.337,map2_clean
5.101,50.303,map2_clean
15.434,50.207,map2_clean
15.476,50.207,map2_clean
15.413,50.191,map2_clean
5.101,50.253,map2_clean
15.413,50.174,map2_clean
15.434,50.174,map2_clean
5.087,50.219,map2_clean
15.372,50.141,map2_clean
15.337,50.124,map2_clean
15.379,50.124,map2_clean
15.316,50.107,map2_clean
5.087,50.169,map2_clean
15.316,50.074,map2_clean
15.337,50.074,map2_clean
15.379,50.073,map2_clean
15.268,50.041,map2_clean
5.066,50.102,map2_clean
15.261,50.024,map2_clean
15.282,50.024,map2_clean
15.344,50.023,map2_clean
5.053,50.068,map2_clean
15.24,49.974,map2_clean
15.282,49.973,map2_clean
15.219,49.923,map2_clean
15.24,49.923,map2_clean
15.281,49.923,map2_clean
15.219,49.873,map2_clean
15.24,49.873,map2_clean
15.281,49.873,map2_clean
15.205,49.823,map2_clean
15.226,49.823,map2_clean
15.191,49.773,map2_clean
15.233,49.772,map2_clean
15.184,49.722,map2_clean
15.226,49.722,map2_clean
15.171,49.706,map2_clean
15.157,49.672,map2_clean
15.177,49.672,map2_clean
15.24,49.671,map2_clean
15.129,49.622,map2_clean
15.191,49.621,map2_clean
15.233,49.621,map2_clean
15.122,49.605,map2_clean
15.136,49.572,map2_clean
15.177,49.571,map2_clean
15.24,49.571,map2_clean
15.15,49.521,map2_clean
15.191,49.521,map2_clean
15.233,49.52,map2_clean
15.053,49.471,map2_clean
15.198,49.47,map2_clean
15.239,49.47,map2_clean
15.239,49.42,map2_clean
15.281,49.386,map2_clean
15.26,49.369,map2_clean
15.281,49.369,map2_clean
15.274,49.319,map2_clean
15.295,49.318,map2_clean
15.281,49.268,map2_clean
15.274,49.251,map2_clean
15.267,49.218,map2_clean
15.287,49.218,map2_clean
15.26,49.168,map2_clean
15.28,49.167,map2_clean
15.246,49.117,map2_clean
15.287,49.117,map2_clean
15.329,49.083,map2_clean
15.253,49.067,map2_clean
15.294,49.067,map2_clean
15.336,49.066,map2_clean
15.26,49.016,map2_clean
15.28,49.016,map2_clean
15.329,48.999,map2_clean
15.294,48.966,map2_clean
15.336,48.966,map2_clean
15.329,48.915,map2_clean
15.342,48.865,map2_clean
15.384,48.864,map2_clean
15.342,48.814,map2_clean
15.384,48.814,map2_clean
15.356,48.764,map2_clean
15.377,48.764,map2_clean
15.356,48.714,map2_clean
15.377,48.713,map2_clean
15.349,48.663,map2_clean
15.391,48.663,map2_clean
15.363,48.613,map2_clean
15.384,48.613,map2_clean
15.363,48.562,map2_clean
15.383,48.562,map2_clean
15.37,48.512,map2_clean
15.39,48.512,map2_clean
15.369,48.462,map2_clean
15.39,48.461,map2_clean
15.376,48.411,map2_clean
15.369,48.394,map2_clean
15.369,48.361,map2_clean
15.39,48.361,map2_clean
15.369,48.31,map2_clean
15.376,48.294,map2_clean
15.342,48.26,map2_clean
15.321,48.21,map2_clean
15.341,48.21,map2_clean
15.279,48.16,map2_clean
15.341,48.16,map2_clean
15.258,48.127,map2_clean
15.265,48.11,map2_clean
15.286,48.11,map2_clean
15.328,48.109,map2_clean
15.238,48.06,map2_clean
15.279,48.059,map2_clean
15.217,48.026,map2_clean
15.321,48.025,map2_clean
15.224,48.009,map2_clean
15.244,48.009,map2_clean
15.196,47.959,map2_clean
15.237,47.959,map2_clean
15.279,47.959,map2_clean
15.217,47.925,map2_clean
15.237,47.925,map2_clean
15.279,47.925,map2_clean
15.306,47.874,map2_clean
15.196,47.858,map2_clean
15.237,47.858,map2_clean
15.203,47.825,map2_clean
15.244,47.824,map2_clean
15.286,47.824,map2_clean
15.244,47.774,map2_clean
15.286,47.774,map2_clean
15.265,47.724,map2_clean
15.286,47.723,map2_clean
15.265,47.673,map2_clean
15.285,47.673,map2_clean
15.244,47.623,map2_clean
15.209,47.573,map2_clean
15.23,47.573,map2_clean
15.188,47.523,map2_clean
15.181,47.472,map2_clean
15.161,47.456,map2_clean
15.168,47.422,map2_clean
15.188,47.422,map2_clean
15.154,47.372,map2_clean
15.195,47.372,map2_clean
15.154,47.321,map2_clean
15.195,47.321,map2_clean
15.154,47.271,map2_clean
15.14,47.221,map2_clean
15.119,47.204,map2_clean
15.126,47.171,map2_clean
15.112,47.137,map2_clean
15.119,47.12,map2_clean
15.098,47.07,map2_clean
15.098,47.003,map2_clean
15.091,46.969,map2_clean
15.07,46.936,map2_clean
15.077,46.919,map2_clean
15.07,46.902,map2_clean
15.07,46.869,map2_clean
15.028,46.819,map2_clean
15.028,46.768,map2_clean
15.021,46.752,map2_clean
15.014,46.718,map2_clean
15.035,46.718,map2_clean
15.028,46.668,map2_clean
15.056,46.617,map2_clean
15.077,46.617,map2_clean
15.056,46.567,map2_clean
15.077,46.566,map2_clean
15.063,46.516,map2_clean
15.035,46.466,map2_clean
15.014,46.449,map2_clean
14.938,46.383,map2_clean
14.924,46.366,map2_clean
14.876,46.316,map2_clean
14.869,46.299,map2_clean
14.869,46.266,map2_clean
14.848,46.216,map2_clean
14.848,46.165,map2_clean
14.82,46.132,map2_clean
14.82,46.115,map2_clean
14.841,46.115,map2_clean
14.806,46.065,map2_clean
14.778,46.015,map2_clean
14.758,45.981,map2_clean
14.744,45.965,map2_clean
14.723,45.914,map2_clean
14.744,45.914,map2_clean
14.674,45.864,map2_clean
14.695,45.864,map2_clean
14.661,45.814,map2_clean
14.681,45.814,map2_clean
14.674,45.764,map2_clean
14.681,45.747,map2_clean
14.688,45.713,map2_clean
14.743,45.679,map2_clean
14.716,45.663,map2_clean
14.736,45.662,map2_clean
14.778,45.628,map2_clean
14.75,45.612,map2_clean
14.792,45.612,map2_clean
14.778,45.561,map2_clean
14.771,45.528,map2_clean
14.771,45.511,map2_clean
14.792,45.511,map2_clean
14.805,45.46,map2_clean
14.826,45.443,map2_clean
14.819,45.41,map2_clean
14.84,45.41,map2_clean
14.826,45.359,map2_clean
14.819,45.343,map2_clean
14.833,45.309,map2_clean
14.854,45.275,map2_clean
14.895,45.241,map2_clean
14.867,45.225,map2_clean
14.888,45.225,map2_clean
14.874,45.174,map2_clean
14.895,45.174,map2_clean
14.874,45.124,map2_clean
14.881,45.107,map2_clean
14.867,45.074,map2_clean
14.888,45.074,map2_clean
14.86,45.023,map2_clean
14.881,45.023,map2_clean
14.86,44.973,map2_clean
14.881,44.973,map2_clean
14.832,44.923,map2_clean
14.812,44.889,map2_clean
14.812,44.873,map2_clean
14.832,44.872,map2_clean
14.756,44.823,map2_clean
14.777,44.823,map2_clean
14.708,44.773,map2_clean
14.728,44.773,map2_clean
14.791,44.772,map2_clean
14.666,44.739,map2_clean
14.652,44.723,map2_clean
14.694,44.722,map2_clean
14.797,44.722,map2_clean
14.583,44.639,map2_clean
14.777,44.638,map2_clean
14.569,44.623,map2_clean
14.59,44.622,map2_clean
14.534,44.573,map2_clean
14.521,44.539,map2_clean
14.749,44.537,map2_clean
14.5,44.522,map2_clean
14.541,44.522,map2_clean
14.749,44.521,map2_clean
14.472,44.472,map2_clean
14.493,44.472,map2_clean
14.534,44.472,map2_clean
14.472,44.422,map2_clean
14.493,44.422,map2_clean
14.513,44.354,map2_clean
14.513,44.304,map2_clean
14.534,44.304,map2_clean
14.52,44.27,map2_clean
14.541,44.27,map2_clean
14.513,44.22,map2_clean
14.534,44.22,map2_clean
14.506,44.17,map2_clean
14.527,44.17,map2_clean
14.527,44.119,map2_clean
8.994,44.111,map2_clean
14.555,44.069,map2_clean
14.555,44.018,map2_clean
14.548,43.968,map2_clean
14.589,43.934,map2_clean
14.554,43.918,map2_clean
14.596,43.917,map2_clean
14.457,43.868,map2_clean
14.478,43.868,map2_clean
14.561,43.867,map2_clean
14.582,43.867,map2_clean
14.402,43.852,map2_clean
14.561,43.817,map2_clean
14.582,43.817,map2_clean
14.513,43.767,map2_clean
14.533,43.767,map2_clean
14.347,43.751,map2_clean
14.464,43.734,map2_clean
14.34,43.718,map2_clean
14.45,43.717,map2_clean
14.492,43.717,map2_clean
14.416,43.667,map2_clean
14.436,43.667,map2_clean
14.34,43.651,map2_clean
14.333,43.617,map2_clean
14.416,43.616,map2_clean
14.319,43.6,map2_clean
14.429,43.583,map2_clean
14.257,43.567,map2_clean
14.277,43.567,map2_clean
14.34,43.567,map2_clean
14.423,43.566,map2_clean
14.443,43.566,map2_clean
12.687,43.562,map2_clean
12.555,43.547,map2_clean
12.783,43.545,map2_clean
14.485,43.532,map2_clean
12.839,43.528,map2_clean
12.88,43.527,map2_clean
14.222,43.517,map2_clean
14.243,43.517,map2_clean
14.471,43.515,map2_clean
14.492,43.515,map2_clean
12.52,43.513,map2_clean
12.541,43.513,map2_clean
12.583,43.513,map2_clean
12.645,43.512,map2_clean
12.686,43.512,map2_clean
12.728,43.512,map2_clean
12.79,43.511,map2_clean
12.832,43.511,map2_clean
12.894,43.51,map2_clean
12.935,43.51,map2_clean
12.977,43.493,map2_clean
14.533,43.481,map2_clean
14.201,43.467,map2_clean
14.243,43.467,map2_clean
14.512,43.465,map2_clean
14.533,43.464,map2_clean
12.431,43.464,map2_clean
12.493,43.463,map2_clean
12.534,43.463,map2_clean
12.576,43.463,map2_clean
12.638,43.462,map2_clean
12.679,43.462,map2_clean
12.742,43.461,map2_clean
12.783,43.461,map2_clean
12.845,43.46,map2_clean
12.887,43.46,map2_clean
12.928,43.46,map2_clean
12.991,43.459,map2_clean
13.032,43.459,map2_clean
13.094,43.459,map2_clean
12.389,43.447,map2_clean
13.136,43.441,map2_clean
13.177,43.441,map2_clean
13.295,43.44,map2_clean
12.368,43.431,map2_clean
13.032,43.425,map2_clean
13.094,43.425,map2_clean
13.136,43.425,map2_clean
13.177,43.424,map2_clean
13.24,43.424,map2_clean
13.281,43.424,map2_clean
13.343,43.423,map2_clean
13.385,43.423,map2_clean
13.426,43.422,map2_clean
14.166,43.417,map2_clean
14.187,43.417,map2_clean
14.54,43.414,map2_clean
12.306,43.414,map2_clean
12.327,43.414,map2_clean
12.458,43.413,map2_clean
12.479,43.413,map2_clean
12.541,43.412,map2_clean
12.583,43.412,map2_clean
12.645,43.412,map2_clean
12.686,43.411,map2_clean
12.728,43.411,map2_clean
12.79,43.411,map2_clean
12.832,43.41,map2_clean
12.894,43.41,map2_clean
12.935,43.409,map2_clean
12.977,43.409,map2_clean
13.475,43.389,map2_clean
14.581,43.38,map2_clean
13.129,43.374,map2_clean
13.191,43.374,map2_clean
13.233,43.374,map2_clean
13.295,43.373,map2_clean
13.336,43.373,map2_clean
13.378,43.372,map2_clean
13.44,43.372,map2_clean
13.482,43.372,map2_clean
14.132,43.367,map2_clean
14.194,43.366,map2_clean
14.561,43.363,map2_clean
14.581,43.363,map2_clean
12.313,43.364,map2_clean
12.334,43.364,map2_clean
12.596,43.362,map2_clean
12.638,43.361,map2_clean
12.679,43.361,map2_clean
12.742,43.361,map2_clean
12.783,43.36,map2_clean
12.845,43.36,map2_clean
12.887,43.359,map2_clean
12.928,43.359,map2_clean
12.991,43.359,map2_clean
13.032,43.358,map2_clean
13.094,43.358,map2_clean
14.118,43.35,map2_clean
11.794,43.334,map2_clean
11.836,43.334,map2_clean
11.877,43.334,map2_clean
11.939,43.333,map2_clean
11.981,43.333,map2_clean
12.043,43.332,map2_clean
12.085,43.332,map2_clean
12.126,43.332,map2_clean
12.949,43.325,map2_clean
13.101,43.324,map2_clean
13.143,43.324,map2_clean
13.184,43.324,map2_clean
13.226,43.323,map2_clean
13.288,43.323,map2_clean
13.329,43.322,map2_clean
13.392,43.322,map2_clean
13.433,43.322,map2_clean
13.475,43.321,map2_clean
14.097,43.317,map2_clean
14.139,43.316,map2_clean
14.567,43.313,map2_clean
14.588,43.313,map2_clean
11.718,43.318,map2_clean
11.739,43.318,map2_clean
11.78,43.318,map2_clean
11.842,43.317,map2_clean
11.884,43.317,map2_clean
11.946,43.316,map2_clean
11.988,43.316,map2_clean
12.029,43.316,map2_clean
12.091,43.315,map2_clean
13.53,43.304,map2_clean
11.628,43.302,map2_clean
11.6,43.285,map2_clean
13.35,43.272,map2_clean
13.392,43.272,map2_clean
13.433,43.271,map2_clean
13.475,43.271,map2_clean
13.537,43.27,map2_clean
14.062,43.266,map2_clean
14.083,43.266,map2_clean
14.574,43.263,map2_clean
14.595,43.262,map2_clean
11.573,43.269,map2_clean
11.593,43.269,map2_clean
11.635,43.268,map2_clean
11.676,43.268,map2_clean
13.426,43.221,map2_clean
13.488,43.22,map2_clean
13.53,43.22,map2_clean
14.049,43.216,map2_clean
14.09,43.216,map2_clean
14.581,43.212,map2_clean
15.252,43.207,map2_clean
11.503,43.219,map2_clean
11.545,43.219,map2_clean
11.586,43.218,map2_clean
13.578,43.203,map2_clean
14.574,43.195,map2_clean
15.224,43.19,map2_clean
15.287,43.19,map2_clean
15.183,43.174,map2_clean
15.245,43.173,map2_clean
15.287,43.173,map2_clean
15.328,43.173,map2_clean
13.454,43.17,map2_clean
13.495,43.17,map2_clean
13.537,43.17,map2_clean
13.578,43.169,map2_clean
14.042,43.166,map2_clean
14.083,43.166,map2_clean
14.581,43.162,map2_clean
15.169,43.157,map2_clean
15.376,43.156,map2_clean
11.49,43.169,map2_clean
11.531,43.168,map2_clean
15.141,43.124,map2_clean
15.383,43.122,map2_clean
11.462,43.135,map2_clean
13.523,43.119,map2_clean
13.544,43.119,map2_clean
13.585,43.119,map2_clean
13.627,43.119,map2_clean
14.028,43.116,map2_clean
15.107,43.107,map2_clean
15.432,43.105,map2_clean
11.448,43.119,map2_clean
11.489,43.118,map2_clean
14.671,43.094,map2_clean
14.692,43.094,map2_clean
13.675,43.085,map2_clean
14.726,43.077,map2_clean
15.072,43.074,map2_clean
15.093,43.074,map2_clean
15.425,43.071,map2_clean
15.445,43.071,map2_clean
15.487,43.071,map2_clean
13.564,43.069,map2_clean
13.585,43.069,map2_clean
13.627,43.068,map2_clean
13.689,43.068,map2_clean
14.028,43.065,map2_clean
14.705,43.06,map2_clean
14.726,43.06,map2_clean
14.788,43.059,map2_clean
11.427,43.068,map2_clean
14.007,43.049,map2_clean
14.83,43.042,map2_clean
15.535,43.037,map2_clean
11.42,43.052,map2_clean
15.425,43.021,map2_clean
15.445,43.021,map2_clean
15.528,43.02,map2_clean
13.772,43.017,map2_clean
13.792,43.017,map2_clean
13.958,43.015,map2_clean
13.979,43.015,map2_clean
11.392,43.018,map2_clean
13.827,43.0,map2_clean
13.889,42.999,map2_clean
15.452,42.97,map2_clean
15.494,42.97,map2_clean
15.535,42.97,map2_clean
15.577,42.969,map2_clean
13.806,42.966,map2_clean
13.827,42.966,map2_clean
13.889,42.966,map2_clean
13.931,42.965,map2_clean
15.632,42.952,map2_clean
11.365,42.968,map2_clean
11.386,42.968,map2_clean
15.438,42.92,map2_clean
15.542,42.919,map2_clean
11.04,42.937,map2_clean
11.233,42.936,map2_clean
11.275,42.935,map2_clean
10.957,42.921,map2_clean
10.977,42.921,map2_clean
11.04,42.92,map2_clean
11.081,42.92,map2_clean
11.143,42.919,map2_clean
11.219,42.919,map2_clean
11.24,42.919,map2_clean
11.282,42.918,map2_clean
11.344,42.918,map2_clean
11.6,42.899,map2_clean
12.603,42.891,map2_clean
15.466,42.87,map2_clean
15.487,42.869,map2_clean
15.528,42.869,map2_clean
15.59,42.869,map2_clean
15.632,42.868,map2_clean
15.694,42.868,map2_clean
11.04,42.87,map2_clean
11.185,42.869,map2_clean
11.226,42.868,map2_clean
15.459,42.819,map2_clean
15.48,42.819,map2_clean
15.542,42.819,map2_clean
15.583,42.818,map2_clean
10.97,42.82,map2_clean
10.991,42.82,map2_clean
11.033,42.82,map2_clean
11.095,42.819,map2_clean
11.136,42.819,map2_clean
15.473,42.769,map2_clean
15.494,42.769,map2_clean
15.535,42.768,map2_clean
15.577,42.768,map2_clean
15.639,42.767,map2_clean
15.68,42.767,map2_clean
15.742,42.767,map2_clean
11.033,42.769,map2_clean
15.777,42.733,map2_clean
11.295,42.75,map2_clean
15.48,42.718,map2_clean
15.542,42.718,map2_clean
15.583,42.718,map2_clean
15.646,42.717,map2_clean
15.473,42.702,map2_clean
10.839,42.72,map2_clean
10.88,42.72,map2_clean
10.943,42.719,map2_clean
10.984,42.719,map2_clean
11.026,42.719,map2_clean
10.818,42.704,map2_clean
15.5,42.668,map2_clean
15.542,42.667,map2_clean
15.583,42.667,map2_clean
15.646,42.667,map2_clean
15.687,42.666,map2_clean
15.729,42.666,map2_clean
15.791,42.666,map2_clean
15.832,42.665,map2_clean
10.77,42.67,map2_clean
11.039,42.668,map2_clean
15.521,42.617,map2_clean
15.542,42.617,map2_clean
15.583,42.617,map2_clean
15.645,42.616,map2_clean
15.687,42.616,map2_clean
15.728,42.616,map2_clean
15.791,42.615,map2_clean
15.832,42.615,map2_clean
10.728,42.62,map2_clean
10.79,42.62,map2_clean
10.832,42.62,map2_clean
10.894,42.619,map2_clean
10.935,42.619,map2_clean
10.977,42.618,map2_clean
11.039,42.618,map2_clean
11.129,42.617,map2_clean
11.115,42.601,map2_clean
15.535,42.567,map2_clean
15.576,42.566,map2_clean
15.638,42.566,map2_clean
15.68,42.566,map2_clean
15.742,42.565,map2_clean
15.784,42.565,map2_clean
15.846,42.564,map2_clean
15.887,42.564,map2_clean
10.714,42.587,map2_clean
10.714,42.57,map2_clean
10.735,42.57,map2_clean
11.046,42.568,map2_clean
15.929,42.53,map2_clean
15.583,42.516,map2_clean
15.645,42.516,map2_clean
15.687,42.515,map2_clean
15.728,42.515,map2_clean
15.791,42.514,map2_clean
15.832,42.514,map2_clean
15.894,42.514,map2_clean
15.936,42.513,map2_clean
10.7,42.52,map2_clean
10.742,42.52,map2_clean
10.783,42.519,map2_clean
10.845,42.519,map2_clean
10.887,42.518,map2_clean
10.928,42.518,map2_clean
10.991,42.518,map2_clean
11.032,42.517,map2_clean
15.645,42.465,map2_clean
15.687,42.465,map2_clean
15.728,42.465,map2_clean
15.791,42.464,map2_clean
15.832,42.464,map2_clean
15.894,42.463,map2_clean
15.936,42.463,map2_clean
10.707,42.469,map2_clean
10.728,42.469,map2_clean
10.977,42.467,map2_clean
15.68,42.415,map2_clean
15.742,42.414,map2_clean
15.784,42.414,map2_clean
15.846,42.413,map2_clean
15.887,42.413,map2_clean
15.929,42.413,map2_clean
10.693,42.419,map2_clean
10.735,42.419,map2_clean
10.776,42.419,map2_clean
10.838,42.418,map2_clean
10.88,42.418,map2_clean
10.942,42.417,map2_clean
15.79,42.363,map2_clean
15.832,42.363,map2_clean
15.894,42.363,map2_clean
15.936,42.362,map2_clean
15.977,42.362,map2_clean
10.728,42.369,map2_clean
15.825,42.313,map2_clean
15.853,42.313,map2_clean
15.894,42.312,map2_clean
15.936,42.312,map2_clean
15.977,42.312,map2_clean
16.046,42.294,map2_clean
10.693,42.318,map2_clean
10.735,42.318,map2_clean
10.776,42.318,map2_clean
10.838,42.317,map2_clean
10.88,42.317,map2_clean
10.942,42.317,map2_clean
15.915,42.262,map2_clean
15.935,42.261,map2_clean
15.977,42.261,map2_clean
16.039,42.261,map2_clean
10.741,42.268,map2_clean
10.928,42.266,map2_clean
16.081,42.227,map2_clean
16.046,42.21,map2_clean
16.088,42.21,map2_clean
10.686,42.218,map2_clean
10.727,42.217,map2_clean
10.79,42.217,map2_clean
10.831,42.217,map2_clean
10.893,42.216,map2_clean
16.212,42.175,map2_clean
10.665,42.201,map2_clean
10.693,42.167,map2_clean
10.88,42.166,map2_clean
10.644,42.117,map2_clean
10.686,42.117,map2_clean
10.727,42.117,map2_clean
10.79,42.116,map2_clean
10.831,42.116,map2_clean
10.624,42.084,map2_clean
10.693,42.067,map2_clean
10.838,42.065,map2_clean
10.402,42.018,map2_clean
10.444,42.018,map2_clean
10.485,42.018,map2_clean
10.527,42.017,map2_clean
10.589,42.017,map2_clean
10.63,42.017,map2_clean
10.693,42.016,map2_clean
10.734,42.016,map2_clean
10.776,42.016,map2_clean
10.333,42.002,map2_clean
10.291,41.986,map2_clean
10.388,41.968,map2_clean
10.679,41.966,map2_clean
10.782,41.965,map2_clean
10.16,41.92,map2_clean
10.181,41.919,map2_clean
10.243,41.919,map2_clean
