x_km,y_km
12.38,11.374
12.439,11.374
8.947,11.237
9.006,11.238
9.302,11.241
9.361,11.241
11.729,11.267
11.789,11.267
11.848,11.268
12.44,11.274
12.499,11.275
8.77,11.135
8.829,11.136
8.888,11.136
8.947,11.137
9.362,11.141
9.421,11.142
9.48,11.143
12.499,11.175
12.559,11.175
8.711,11.034
8.77,11.035
8.829,11.036
9.421,11.042
9.48,11.043
12.559,11.076
9.481,10.943
9.54,10.943
12.559,10.976
12.619,10.976
9.422,10.842
9.481,10.843
9.54,10.843
12.56,10.876
12.619,10.876
9.304,10.741
9.363,10.741
9.422,10.742
9.482,10.743
12.619,10.776
9.304,10.641
12.62,10.676
12.679,10.677
12.738,10.677
9.246,10.54
9.305,10.541
12.62,10.576
12.679,10.577
12.738,10.577
12.798,10.578
9.187,10.44
9.246,10.44
12.739,10.477
12.798,10.478
12.857,10.479
9.187,10.34
9.246,10.34
12.798,10.378
12.858,10.379
12.917,10.379
12.976,10.38
9.187,10.24
12.917,10.279
12.976,10.28
9.188,10.14
9.247,10.14
12.977,10.18
13.036,10.181
9.129,10.039
9.188,10.04
9.247,10.04
12.977,10.08
13.036,10.081
9.129,9.939
9.189,9.94
13.037,9.981
13.096,9.981
9.189,9.84
9.248,9.84
13.037,9.881
13.096,9.881
13.155,9.882
13.629,9.887
13.688,9.888
17.951,9.933
9.13,9.739
9.189,9.74
9.249,9.74
9.308,9.741
13.097,9.781
13.156,9.782
13.215,9.783
13.274,9.783
13.333,9.784
13.393,9.785
13.452,9.785
13.511,9.786
13.57,9.786
13.629,9.787
13.689,9.788
13.748,9.788
17.892,9.833
17.951,9.833
9.249,9.64
9.308,9.641
9.427,9.642
9.486,9.643
9.545,9.643
9.604,9.644
13.215,9.683
13.275,9.683
13.334,9.684
13.393,9.685
13.452,9.685
13.511,9.686
13.571,9.686
13.63,9.687
13.748,9.688
13.807,9.689
17.774,9.731
17.892,9.733
9.308,9.541
9.368,9.542
9.427,9.542
9.486,9.543
9.545,9.543
9.604,9.544
9.664,9.545
9.723,9.545
9.782,9.546
9.841,9.547
17.774,9.631
17.834,9.632
17.893,9.633
9.486,9.443
9.546,9.443
9.782,9.446
9.842,9.447
9.901,9.447
9.96,9.448
10.019,9.449
10.078,9.449
10.138,9.45
10.197,9.45
10.256,9.451
17.775,9.531
17.834,9.532
9.546,9.343
9.605,9.344
10.079,9.349
10.138,9.35
10.197,9.35
10.256,9.351
10.552,9.354
17.716,9.431
17.775,9.431
9.546,9.244
9.606,9.244
10.257,9.251
10.316,9.252
10.494,9.254
10.553,9.254
10.612,9.255
10.671,9.256
17.716,9.331
17.775,9.331
9.547,9.144
9.606,9.144
10.257,9.151
10.316,9.152
10.435,9.153
10.494,9.154
10.612,9.155
10.672,9.156
17.717,9.231
17.776,9.231
9.547,9.044
9.606,9.044
9.666,9.045
10.317,9.052
10.376,9.052
10.435,9.053
10.494,9.054
10.554,9.054
17.717,9.131
17.776,9.131
9.607,8.944
9.666,8.945
9.725,8.945
10.554,8.954
10.613,8.955
17.717,9.031
9.666,8.845
9.726,8.845
9.785,8.846
10.554,8.854
10.614,8.855
10.673,8.856
10.732,8.856
17.659,8.93
17.718,8.931
9.785,8.746
9.844,8.747
10.673,8.756
10.732,8.756
14.758,8.799
17.54,8.829
17.6,8.83
17.659,8.83
9.845,8.647
9.904,8.647
10.733,8.656
10.792,8.657
14.699,8.699
14.758,8.699
14.818,8.7
17.482,8.728
17.541,8.729
17.6,8.73
9.904,8.547
10.851,8.558
10.911,8.558
10.97,8.559
11.029,8.559
11.088,8.56
11.384,8.563
14.759,8.599
17.364,8.627
17.423,8.628
17.482,8.628
17.541,8.629
9.845,8.447
9.905,8.447
10.911,8.458
10.97,8.459
11.029,8.459
11.089,8.46
11.325,8.463
11.385,8.463
11.444,8.464
11.503,8.464
14.996,8.502
15.055,8.502
15.114,8.503
15.174,8.504
17.364,8.527
17.423,8.528
17.482,8.528
9.846,8.347
10.971,8.359
11.03,8.359
11.267,8.362
11.326,8.363
11.444,8.364
11.503,8.364
11.563,8.365
14.937,8.401
14.996,8.402
15.056,8.402
15.115,8.403
15.174,8.404
15.233,8.404
17.246,8.426
17.305,8.426
17.364,8.427
9.846,8.247
10.971,8.259
11.03,8.259
11.089,8.26
11.149,8.261
11.208,8.261
11.267,8.262
11.563,8.265
11.918,8.269
11.977,8.27
12.037,8.27
12.096,8.271
14.997,8.302
15.056,8.302
15.115,8.303
15.174,8.304
15.234,8.304
15.293,8.305
15.352,8.306
15.411,8.306
15.47,8.307
15.53,8.308
15.589,8.308
15.648,8.309
17.306,8.326
9.847,8.147
11.149,8.161
11.563,8.165
11.623,8.166
11.8,8.168
11.859,8.168
11.919,8.169
15.115,8.203
15.175,8.204
15.234,8.204
15.293,8.205
15.352,8.206
15.411,8.206
15.471,8.207
15.53,8.208
15.589,8.208
15.648,8.209
15.707,8.209
15.767,8.21
16.003,8.213
16.063,8.213
16.122,8.214
9.847,8.047
11.623,8.066
11.741,8.067
11.801,8.068
15.353,8.106
15.412,8.106
15.471,8.107
15.53,8.108
15.589,8.108
15.649,8.109
15.708,8.109
15.945,8.112
16.004,8.113
16.063,8.113
16.122,8.114
16.181,8.114
11.742,7.967
11.801,7.968
16.123,8.014
16.182,8.014
16.241,8.015
16.359,8.016
11.742,7.867
11.801,7.868
16.182,7.915
16.241,7.915
16.301,7.916
16.36,7.916
16.419,7.917
16.478,7.918
11.742,7.767
16.479,7.818
16.538,7.818
16.597,7.819
11.802,7.668
11.861,7.668
11.92,7.669
11.98,7.67
16.538,7.718
16.597,7.719
16.657,7.72
11.802,7.568
11.921,7.569
11.98,7.57
11.921,7.469
11.98,7.47
11.922,7.369
11.981,7.37
11.981,7.27
12.04,7.27
12.1,7.271
12.159,7.272
12.218,7.272
12.277,7.273
12.336,7.273
12.396,7.274
12.634,6.977
12.693,6.977
12.634,6.877
12.693,6.877
12.693,6.777
12.753,6.778
12.753,6.678
12.812,6.679
12.753,6.578
12.813,6.579
12.872,6.579
12.813,6.479
12.872,6.479
12.931,6.48
12.873,6.379
15.596,6.308
15.655,6.309
15.537,6.208
15.597,6.208
15.479,6.107
