x_km,y_km
8.113,41.734
8.133,41.734
8.154,41.733
8.175,41.733
8.196,41.733
8.216,41.733
8.237,41.733
8.258,41.733
8.278,41.732
8.299,41.732
9.987,41.719
10.008,41.719
10.028,41.719
10.049,41.719
10.07,41.719
10.091,41.719
10.111,41.718
10.132,41.718
10.153,41.718
10.174,41.718
10.194,41.718
10.215,41.718
10.236,41.717
10.257,41.717
10.277,41.717
10.298,41.717
10.319,41.717
10.34,41.717
10.36,41.716
10.381,41.716
10.402,41.716
10.423,41.716
10.443,41.716
10.464,41.716
10.485,41.716
10.506,41.715
10.526,41.715
10.547,41.715
10.568,41.715
10.589,41.715
10.609,41.715
7.628,41.721
7.649,41.72
7.67,41.72
7.691,41.72
7.711,41.72
7.732,41.72
7.753,41.72
7.891,41.719
7.912,41.718
7.933,41.718
7.953,41.718
7.974,41.718
8.023,41.718
8.043,41.717
8.064,41.717
8.085,41.717
8.106,41.717
8.126,41.717
8.147,41.717
8.168,41.716
8.189,41.716
8.209,41.716
8.23,41.716
8.251,41.716
8.272,41.716
8.292,41.716
8.313,41.715
9.966,41.703
9.987,41.703
10.008,41.702
10.028,41.702
10.049,41.702
10.07,41.702
10.091,41.702
10.111,41.702
10.132,41.701
10.153,41.701
10.174,41.701
10.194,41.701
10.215,41.701
10.236,41.701
10.257,41.7
10.277,41.7
10.298,41.7
10.319,41.7
10.339,41.7
10.36,41.7
10.381,41.7
10.402,41.699
10.422,41.699
10.443,41.699
10.464,41.699
10.485,41.699
10.505,41.699
10.526,41.698
10.547,41.698
10.568,41.698
10.588,41.698
1.971,41.747
7.573,41.704
7.594,41.704
7.614,41.704
7.635,41.704
7.656,41.704
7.677,41.703
7.697,41.703
7.718,41.703
7.739,41.703
7.877,41.702
7.898,41.702
7.919,41.702
7.94,41.701
7.96,41.701
8.043,41.701
8.064,41.7
8.085,41.7
8.106,41.7
8.126,41.7
8.147,41.7
8.168,41.7
8.189,41.7
8.209,41.699
8.23,41.699
8.251,41.699
8.272,41.699
8.292,41.699
8.313,41.699
8.334,41.698
9.952,41.686
9.973,41.686
9.994,41.686
10.014,41.686
10.035,41.685
10.056,41.685
10.077,41.685
10.097,41.685
10.118,41.685
10.139,41.685
10.16,41.684
10.18,41.684
10.201,41.684
10.222,41.684
10.243,41.684
10.263,41.684
10.284,41.683
10.305,41.683
10.326,41.683
10.346,41.683
10.367,41.683
10.388,41.683
10.409,41.683
10.429,41.682
10.45,41.682
10.471,41.682
10.492,41.682
10.512,41.682
10.533,41.682
10.554,41.681
10.575,41.681
10.595,41.681
7.552,41.688
7.573,41.687
7.594,41.687
7.614,41.687
7.635,41.687
7.656,41.687
7.677,41.687
7.697,41.687
7.718,41.686
7.863,41.685
7.884,41.685
7.905,41.685
7.926,41.685
7.946,41.685
8.05,41.684
8.071,41.684
8.092,41.683
8.112,41.683
8.133,41.683
8.154,41.683
8.175,41.683
8.195,41.683
8.216,41.683
8.237,41.682
8.258,41.682
8.278,41.682
8.299,41.682
8.32,41.682
8.341,41.682
8.361,41.681
9.952,41.669
9.973,41.669
9.994,41.669
10.014,41.669
10.035,41.669
10.056,41.668
10.077,41.668
10.097,41.668
10.118,41.668
10.139,41.668
10.16,41.668
10.18,41.668
10.201,41.667
10.222,41.667
10.243,41.667
10.263,41.667
10.284,41.667
10.305,41.667
10.326,41.666
10.346,41.666
10.367,41.666
10.388,41.666
10.409,41.666
10.429,41.666
10.45,41.665
10.471,41.665
10.492,41.665
10.512,41.665
10.533,41.665
10.554,41.665
10.575,41.664
7.531,41.671
7.552,41.671
7.573,41.671
7.594,41.671
7.614,41.67
7.635,41.67
7.656,41.67
8.099,41.667
8.119,41.666
8.14,41.666
8.161,41.666
8.182,41.666
8.202,41.666
8.223,41.666
8.244,41.666
8.265,41.665
8.285,41.665
8.306,41.665
8.327,41.665
8.348,41.665
8.368,41.665
9.938,41.653
9.959,41.652
9.98,41.652
10.001,41.652
10.021,41.652
10.042,41.652
10.063,41.652
10.084,41.651
10.104,41.651
10.125,41.651
10.146,41.651
10.167,41.651
10.187,41.651
10.208,41.65
10.229,41.65
10.25,41.65
10.27,41.65
10.291,41.65
10.312,41.65
10.333,41.65
10.353,41.649
10.374,41.649
10.395,41.649
10.416,41.649
10.436,41.649
10.457,41.649
10.478,41.648
10.499,41.648
10.519,41.648
10.54,41.648
10.561,41.648
7.504,41.654
7.525,41.654
7.545,41.654
7.566,41.654
7.587,41.654
7.608,41.654
8.119,41.65
8.14,41.65
8.161,41.649
8.182,41.649
8.202,41.649
8.223,41.649
8.244,41.649
8.265,41.649
8.285,41.648
8.306,41.648
8.327,41.648
8.348,41.648
8.368,41.648
8.389,41.648
8.41,41.647
8.431,41.647
9.931,41.636
9.952,41.636
9.973,41.636
9.994,41.635
10.014,41.635
10.035,41.635
10.056,41.635
10.077,41.635
10.097,41.635
10.118,41.634
10.139,41.634
10.16,41.634
10.18,41.634
10.201,41.634
10.222,41.634
10.243,41.633
10.263,41.633
10.284,41.633
10.305,41.633
10.326,41.633
10.346,41.633
10.367,41.632
10.388,41.632
10.409,41.632
10.429,41.632
10.45,41.632
10.471,41.632
10.492,41.632
10.512,41.631
10.533,41.631
7.469,41.638
7.49,41.638
7.511,41.638
7.531,41.637
7.552,41.637
7.573,41.637
8.119,41.633
8.14,41.633
8.161,41.633
8.182,41.632
8.202,41.632
8.223,41.632
8.244,41.632
8.265,41.632
8.285,41.632
8.306,41.631
8.327,41.631
8.348,41.631
8.368,41.631
8.389,41.631
8.41,41.631
8.431,41.631
8.451,41.63
8.472,41.63
9.924,41.619
9.945,41.619
9.966,41.619
9.987,41.619
10.007,41.618
10.028,41.618
10.049,41.618
10.07,41.618
10.09,41.618
10.111,41.618
10.132,41.617
10.153,41.617
10.173,41.617
10.194,41.617
10.215,41.617
10.236,41.617
10.256,41.617
10.277,41.616
10.298,41.616
10.319,41.616
10.339,41.616
10.36,41.616
10.381,41.616
10.402,41.615
10.422,41.615
10.443,41.615
10.464,41.615
10.485,41.615
10.505,41.615
10.526,41.614
7.448,41.621
7.469,41.621
7.49,41.621
7.511,41.621
7.531,41.621
7.552,41.62
8.14,41.616
8.161,41.616
8.182,41.616
8.202,41.615
8.223,41.615
8.244,41.615
8.265,41.615
8.285,41.615
8.306,41.615
8.327,41.615
8.348,41.614
8.368,41.614
8.389,41.614
8.41,41.614
8.43,41.614
8.451,41.614
8.472,41.613
8.493,41.613
8.513,41.613
9.876,41.603
9.897,41.603
9.917,41.602
9.938,41.602
9.959,41.602
9.98,41.602
10.0,41.602
10.021,41.602
10.042,41.601
10.063,41.601
10.083,41.601
10.104,41.601
10.125,41.601
10.146,41.601
10.166,41.6
10.187,41.6
10.208,41.6
10.229,41.6
10.249,41.6
10.27,41.6
10.291,41.599
10.312,41.599
10.332,41.599
10.353,41.599
10.374,41.599
10.395,41.599
10.415,41.599
10.436,41.598
10.457,41.598
10.478,41.598
10.498,41.598
10.519,41.598
7.435,41.605
7.455,41.604
7.476,41.604
7.497,41.604
7.518,41.604
7.538,41.604
8.161,41.599
8.181,41.599
8.202,41.599
8.223,41.599
8.244,41.598
8.264,41.598
8.285,41.598
8.306,41.598
8.327,41.598
8.347,41.598
8.368,41.597
8.389,41.597
8.41,41.597
8.43,41.597
8.451,41.597
8.472,41.597
8.493,41.596
8.513,41.596
9.855,41.586
9.876,41.586
9.897,41.586
9.917,41.586
9.938,41.585
9.959,41.585
9.98,41.585
10.0,41.585
10.021,41.585
10.042,41.585
10.063,41.584
10.083,41.584
10.104,41.584
10.125,41.584
10.146,41.584
10.166,41.584
10.187,41.583
10.208,41.583
10.229,41.583
10.249,41.583
10.27,41.583
10.291,41.583
10.312,41.583
10.332,41.582
10.353,41.582
10.374,41.582
10.395,41.582
10.415,41.582
10.436,41.582
10.457,41.581
10.478,41.581
10.498,41.581
7.414,41.588
7.435,41.588
7.455,41.588
7.476,41.587
7.497,41.587
8.154,41.582
8.175,41.582
8.195,41.582
8.216,41.582
8.237,41.582
8.258,41.581
8.278,41.581
8.299,41.581
8.32,41.581
8.341,41.581
8.361,41.581
8.382,41.581
8.403,41.58
8.424,41.58
8.444,41.58
8.465,41.58
8.486,41.58
8.507,41.58
8.527,41.579
8.548,41.579
9.834,41.569
9.855,41.569
9.876,41.569
9.897,41.569
9.917,41.569
9.938,41.569
9.959,41.568
9.98,41.568
10.0,41.568
10.021,41.568
10.042,41.568
10.063,41.568
10.083,41.567
10.104,41.567
10.125,41.567
10.146,41.567
10.166,41.567
10.187,41.567
10.208,41.567
10.229,41.566
10.249,41.566
10.27,41.566
10.291,41.566
10.312,41.566
10.332,41.566
10.353,41.565
10.374,41.565
10.395,41.565
10.415,41.565
10.436,41.565
10.457,41.565
10.478,41.564
7.386,41.571
7.407,41.571
7.428,41.571
7.448,41.571
7.469,41.571
7.49,41.571
8.161,41.565
8.181,41.565
8.202,41.565
8.223,41.565
8.244,41.565
8.264,41.565
8.285,41.564
8.306,41.564
8.327,41.564
8.347,41.564
8.368,41.564
8.389,41.564
8.41,41.564
8.43,41.563
8.451,41.563
8.472,41.563
8.493,41.563
8.513,41.563
8.534,41.563
8.555,41.562
9.793,41.553
9.814,41.553
9.834,41.553
9.855,41.552
9.876,41.552
9.897,41.552
9.917,41.552
9.938,41.552
9.959,41.552
9.98,41.552
10.0,41.551
10.021,41.551
10.042,41.551
10.063,41.551
10.083,41.551
10.104,41.551
10.125,41.55
10.146,41.55
10.166,41.55
10.187,41.55
10.208,41.55
10.229,41.55
10.249,41.549
10.27,41.549
10.291,41.549
10.312,41.549
10.332,41.549
10.353,41.549
10.374,41.548
10.395,41.548
10.415,41.548
10.436,41.548
10.457,41.548
7.386,41.555
7.407,41.554
7.428,41.554
7.448,41.554
8.161,41.549
8.181,41.548
8.202,41.548
8.223,41.548
8.244,41.548
8.264,41.548
8.285,41.548
8.306,41.548
8.327,41.547
8.347,41.547
8.368,41.547
8.389,41.547
8.41,41.547
8.43,41.547
8.451,41.546
8.472,41.546
8.493,41.546
8.513,41.546
8.534,41.546
8.555,41.546
9.751,41.536
9.772,41.536
9.793,41.536
9.814,41.536
9.834,41.536
9.855,41.536
9.876,41.536
9.897,41.535
9.917,41.535
9.938,41.535
9.959,41.535
9.98,41.535
10.0,41.535
10.021,41.534
10.042,41.534
10.063,41.534
10.083,41.534
10.104,41.534
10.125,41.534
10.146,41.533
10.166,41.533
10.187,41.533
10.208,41.533
10.229,41.533
10.249,41.533
10.27,41.532
10.291,41.532
10.312,41.532
10.332,41.532
10.353,41.532
10.374,41.532
10.395,41.532
10.415,41.531
10.436,41.531
7.379,41.538
7.4,41.538
7.421,41.538
7.441,41.537
8.168,41.532
8.188,41.532
8.209,41.531
8.23,41.531
8.251,41.531
8.271,41.531
8.292,41.531
8.313,41.531
8.334,41.531
8.354,41.53
8.375,41.53
8.396,41.53
8.417,41.53
8.437,41.53
8.458,41.53
8.479,41.529
8.5,41.529
8.52,41.529
8.541,41.529
8.562,41.529
9.738,41.52
9.758,41.52
9.779,41.519
9.8,41.519
9.821,41.519
9.841,41.519
9.862,41.519
9.883,41.519
9.904,41.519
9.924,41.518
9.945,41.518
9.966,41.518
9.987,41.518
10.007,41.518
10.028,41.518
10.049,41.517
10.07,41.517
10.09,41.517
10.111,41.517
10.132,41.517
10.153,41.517
10.173,41.516
10.194,41.516
10.215,41.516
10.236,41.516
10.256,41.516
10.277,41.516
10.298,41.515
10.319,41.515
10.339,41.515
10.36,41.515
10.381,41.515
10.402,41.515
7.358,41.521
7.379,41.521
7.4,41.521
7.421,41.521
8.168,41.515
8.188,41.515
8.209,41.515
8.23,41.515
8.251,41.514
8.271,41.514
8.292,41.514
8.313,41.514
8.334,41.514
8.354,41.514
8.375,41.513
8.396,41.513
8.417,41.513
8.437,41.513
8.458,41.513
8.479,41.513
8.5,41.512
8.52,41.512
8.541,41.512
8.562,41.512
8.583,41.512
9.648,41.504
9.668,41.504
9.689,41.503
9.71,41.503
9.731,41.503
9.751,41.503
9.772,41.503
9.793,41.503
9.814,41.502
9.834,41.502
9.855,41.502
9.876,41.502
9.897,41.502
9.917,41.502
9.938,41.501
9.959,41.501
9.98,41.501
10.0,41.501
10.021,41.501
10.042,41.501
10.063,41.5
10.083,41.5
10.104,41.5
10.125,41.5
10.146,41.5
10.166,41.5
10.187,41.5
10.208,41.499
10.229,41.499
10.249,41.499
10.27,41.499
10.291,41.499
10.312,41.499
10.332,41.498
10.353,41.498
10.374,41.498
10.395,41.498
7.338,41.505
7.358,41.504
7.379,41.504
7.4,41.504
8.161,41.498
8.181,41.498
8.202,41.498
8.223,41.498
8.244,41.498
8.264,41.497
8.285,41.497
8.306,41.497
8.327,41.497
8.347,41.497
8.368,41.497
8.389,41.497
8.41,41.496
8.43,41.496
8.451,41.496
8.472,41.496
8.493,41.496
8.513,41.496
8.534,41.495
8.555,41.495
8.576,41.495
8.596,41.495
8.617,41.495
9.613,41.487
9.634,41.487
9.655,41.487
9.675,41.487
9.696,41.487
9.717,41.486
9.738,41.486
9.758,41.486
9.779,41.486
9.8,41.486
9.821,41.486
9.841,41.485
9.862,41.485
9.883,41.485
9.903,41.485
9.924,41.485
9.945,41.485
9.966,41.484
9.986,41.484
10.007,41.484
10.028,41.484
10.049,41.484
10.069,41.484
10.09,41.483
10.111,41.483
10.132,41.483
10.152,41.483
10.173,41.483
10.194,41.483
10.215,41.483
10.235,41.482
10.256,41.482
10.277,41.482
10.298,41.482
10.318,41.482
10.339,41.482
10.36,41.481
10.381,41.481
7.324,41.488
7.344,41.488
7.365,41.488
7.386,41.487
8.181,41.481
8.202,41.481
8.223,41.481
8.244,41.481
8.264,41.481
8.285,41.481
8.306,41.48
8.327,41.48
8.347,41.48
8.368,41.48
8.389,41.48
8.41,41.48
8.43,41.479
8.451,41.479
8.472,41.479
8.493,41.479
8.513,41.479
8.534,41.479
8.555,41.478
8.576,41.478
8.596,41.478
8.617,41.478
8.638,41.478
9.24,41.473
9.26,41.473
9.281,41.473
9.302,41.473
9.323,41.473
9.357,41.472
9.378,41.472
9.399,41.472
9.419,41.472
9.44,41.472
9.461,41.472
9.482,41.471
9.502,41.471
9.523,41.471
9.544,41.471
9.565,41.471
9.585,41.471
9.606,41.47
9.627,41.47
9.648,41.47
9.668,41.47
9.689,41.47
9.71,41.47
9.731,41.469
9.751,41.469
9.772,41.469
9.793,41.469
9.814,41.469
9.834,41.469
9.855,41.469
9.876,41.468
9.897,41.468
9.917,41.468
9.938,41.468
9.959,41.468
9.98,41.468
10.0,41.467
10.021,41.467
10.042,41.467
10.063,41.467
10.083,41.467
10.104,41.467
10.125,41.466
10.146,41.466
10.166,41.466
10.187,41.466
10.208,41.466
10.229,41.466
10.249,41.465
10.27,41.465
10.291,41.465
10.312,41.465
10.332,41.465
10.353,41.465
10.374,41.465
7.317,41.471
7.338,41.471
7.358,41.471
7.379,41.471
8.195,41.464
8.216,41.464
8.237,41.464
8.257,41.464
8.278,41.464
8.299,41.464
8.32,41.463
8.34,41.463
8.361,41.463
8.382,41.463
8.403,41.463
8.423,41.463
8.444,41.463
8.465,41.462
8.486,41.462
8.506,41.462
8.527,41.462
8.548,41.462
8.569,41.462
8.589,41.461
8.61,41.461
8.631,41.461
8.652,41.461
8.721,41.46
8.742,41.46
8.762,41.46
8.783,41.46
8.804,41.46
8.825,41.46
9.205,41.457
9.226,41.457
9.246,41.456
9.267,41.456
9.288,41.456
9.309,41.456
9.329,41.456
9.35,41.456
9.371,41.455
9.392,41.455
9.412,41.455
9.433,41.455
9.454,41.455
9.475,41.455
9.495,41.454
9.516,41.454
9.537,41.454
9.558,41.454
9.578,41.454
9.599,41.454
9.62,41.454
9.641,41.453
9.661,41.453
9.682,41.453
9.703,41.453
9.724,41.453
9.744,41.453
9.765,41.452
9.786,41.452
9.807,41.452
9.827,41.452
9.848,41.452
9.869,41.452
9.89,41.451
9.91,41.451
9.931,41.451
9.952,41.451
9.973,41.451
9.993,41.451
10.014,41.45
10.035,41.45
10.056,41.45
10.076,41.45
10.097,41.45
10.118,41.45
10.139,41.45
10.159,41.449
10.18,41.449
10.201,41.449
10.222,41.449
10.242,41.449
10.263,41.449
10.284,41.448
10.305,41.448
10.325,41.448
10.346,41.448
10.367,41.448
7.303,41.454
7.324,41.454
7.344,41.454
7.365,41.454
8.202,41.448
8.223,41.447
8.244,41.447
8.264,41.447
8.285,41.447
8.306,41.447
8.327,41.447
8.347,41.446
8.368,41.446
8.389,41.446
8.41,41.446
8.43,41.446
8.451,41.446
8.472,41.446
8.493,41.445
8.513,41.445
8.534,41.445
8.555,41.445
8.576,41.445
8.596,41.445
8.617,41.444
8.638,41.444
8.659,41.444
8.679,41.444
8.7,41.444
8.721,41.444
8.742,41.443
8.762,41.443
8.783,41.443
8.804,41.443
8.825,41.443
8.845,41.443
9.198,41.44
9.219,41.44
9.239,41.44
9.26,41.439
9.281,41.439
9.302,41.439
9.322,41.439
9.343,41.439
9.364,41.439
9.385,41.439
9.405,41.438
9.426,41.438
9.447,41.438
9.468,41.438
9.488,41.438
9.509,41.438
9.53,41.437
9.551,41.437
9.571,41.437
9.592,41.437
9.613,41.437
9.634,41.437
9.654,41.436
9.675,41.436
9.696,41.436
9.717,41.436
9.737,41.436
9.758,41.436
9.779,41.436
9.8,41.435
9.82,41.435
9.841,41.435
9.862,41.435
9.883,41.435
9.903,41.435
9.924,41.434
9.945,41.434
9.966,41.434
9.986,41.434
10.007,41.434
10.028,41.434
10.049,41.433
10.069,41.433
10.09,41.433
10.111,41.433
10.132,41.433
10.152,41.433
10.173,41.432
10.194,41.432
10.215,41.432
10.235,41.432
10.256,41.432
10.277,41.432
10.298,41.432
10.318,41.431
10.339,41.431
10.36,41.431
7.296,41.438
7.317,41.438
7.337,41.437
7.358,41.437
8.202,41.431
8.223,41.431
8.244,41.43
8.264,41.43
8.285,41.43
8.306,41.43
8.327,41.43
8.347,41.43
8.368,41.43
8.389,41.429
8.41,41.429
8.43,41.429
8.451,41.429
8.472,41.429
8.493,41.429
8.513,41.428
8.534,41.428
8.555,41.428
8.575,41.428
8.596,41.428
8.617,41.428
8.638,41.427
8.658,41.427
8.679,41.427
8.7,41.427
8.721,41.427
8.741,41.427
8.762,41.426
8.783,41.426
8.804,41.426
8.824,41.426
8.845,41.426
8.866,41.426
9.191,41.423
9.212,41.423
9.233,41.423
9.253,41.423
9.274,41.423
9.295,41.422
9.316,41.422
9.336,41.422
9.357,41.422
9.378,41.422
9.399,41.422
9.419,41.421
9.44,41.421
9.461,41.421
9.482,41.421
9.502,41.421
9.523,41.421
9.544,41.421
9.565,41.42
9.585,41.42
9.606,41.42
9.627,41.42
9.648,41.42
9.668,41.42
9.689,41.419
9.71,41.419
9.731,41.419
9.751,41.419
9.772,41.419
9.793,41.419
9.813,41.418
9.834,41.418
9.855,41.418
9.876,41.418
9.896,41.418
9.917,41.418
9.938,41.417
9.959,41.417
9.979,41.417
10.0,41.417
10.021,41.417
10.042,41.417
10.062,41.417
10.083,41.416
10.104,41.416
10.125,41.416
10.145,41.416
10.166,41.416
10.187,41.416
10.208,41.415
10.228,41.415
10.249,41.415
10.27,41.415
10.291,41.415
10.311,41.415
10.332,41.414
10.353,41.414
7.275,41.421
7.296,41.421
7.317,41.421
7.337,41.421
7.358,41.42
8.216,41.414
8.237,41.414
8.257,41.414
8.278,41.413
8.299,41.413
8.32,41.413
8.34,41.413
8.361,41.413
8.382,41.413
8.403,41.412
8.423,41.412
8.444,41.412
8.465,41.412
8.486,41.412
8.506,41.412
8.527,41.412
8.548,41.411
8.569,41.411
8.589,41.411
8.61,41.411
8.631,41.411
8.652,41.411
8.672,41.41
8.693,41.41
8.714,41.41
8.735,41.41
8.755,41.41
8.776,41.41
8.797,41.409
8.818,41.409
8.838,41.409
8.859,41.409
9.17,41.407
9.191,41.406
9.212,41.406
9.233,41.406
9.253,41.406
9.274,41.406
9.295,41.406
9.316,41.405
9.336,41.405
9.357,41.405
9.378,41.405
9.399,41.405
9.419,41.405
9.44,41.405
9.461,41.404
9.481,41.404
9.502,41.404
9.523,41.404
9.544,41.404
9.564,41.404
9.585,41.403
9.606,41.403
9.627,41.403
9.647,41.403
9.668,41.403
9.689,41.403
9.71,41.402
9.73,41.402
9.751,41.402
9.772,41.402
9.793,41.402
9.813,41.402
9.834,41.401
9.855,41.401
9.876,41.401
9.896,41.401
9.917,41.401
9.938,41.401
9.959,41.401
9.979,41.4
10.0,41.4
10.021,41.4
10.042,41.4
10.062,41.4
10.083,41.4
10.104,41.399
10.125,41.399
10.145,41.399
10.166,41.399
10.187,41.399
10.208,41.399
10.228,41.398
10.249,41.398
10.27,41.398
10.291,41.398
10.311,41.398
10.332,41.398
10.353,41.398
7.275,41.404
7.296,41.404
7.317,41.404
7.337,41.404
8.216,41.397
8.237,41.397
8.257,41.397
8.278,41.397
8.299,41.396
8.32,41.396
8.34,41.396
8.361,41.396
8.382,41.396
8.403,41.396
8.423,41.396
8.444,41.395
8.465,41.395
8.486,41.395
8.506,41.395
8.527,41.395
8.548,41.395
8.569,41.394
8.589,41.394
8.61,41.394
8.631,41.394
8.652,41.394
8.672,41.394
8.693,41.393
8.714,41.393
8.735,41.393
8.755,41.393
8.776,41.393
8.797,41.393
8.818,41.392
8.838,41.392
8.859,41.392
8.88,41.392
9.17,41.39
9.191,41.39
9.212,41.389
9.232,41.389
9.253,41.389
9.274,41.389
9.295,41.389
9.315,41.389
9.336,41.389
9.357,41.388
9.378,41.388
9.398,41.388
9.419,41.388
9.44,41.388
9.461,41.388
9.481,41.387
9.502,41.387
9.523,41.387
9.544,41.387
9.564,41.387
9.585,41.387
9.606,41.386
9.627,41.386
9.647,41.386
9.668,41.386
9.689,41.386
9.71,41.386
9.73,41.386
9.751,41.385
9.772,41.385
9.793,41.385
9.813,41.385
9.834,41.385
9.855,41.385
9.876,41.384
9.896,41.384
9.917,41.384
9.938,41.384
9.959,41.384
9.979,41.384
10.0,41.383
10.021,41.383
10.042,41.383
10.062,41.383
10.083,41.383
10.104,41.383
10.125,41.382
10.145,41.382
10.166,41.382
10.187,41.382
10.208,41.382
10.228,41.382
10.249,41.382
10.27,41.381
10.291,41.381
10.311,41.381
10.332,41.381
10.353,41.381
7.275,41.388
7.296,41.387
7.317,41.387
7.337,41.387
8.23,41.38
8.25,41.38
8.271,41.38
8.292,41.38
8.313,41.38
8.333,41.379
8.354,41.379
8.375,41.379
8.396,41.379
8.416,41.379
8.437,41.379
8.458,41.378
8.479,41.378
8.499,41.378
8.52,41.378
8.541,41.378
8.562,41.378
8.582,41.378
8.603,41.377
8.624,41.377
8.645,41.377
8.665,41.377
8.686,41.377
8.707,41.377
8.728,41.376
8.748,41.376
8.769,41.376
8.79,41.376
8.811,41.376
8.831,41.376
8.852,41.375
8.873,41.375
9.156,41.373
9.177,41.373
9.198,41.373
9.219,41.373
9.239,41.372
9.26,41.372
9.281,41.372
9.302,41.372
9.322,41.372
9.343,41.372
9.364,41.372
9.385,41.371
9.405,41.371
9.426,41.371
9.447,41.371
9.468,41.371
9.488,41.371
9.509,41.37
9.53,41.37
9.551,41.37
9.571,41.37
9.592,41.37
9.613,41.37
9.634,41.369
9.654,41.369
9.675,41.369
9.696,41.369
9.717,41.369
9.737,41.369
9.758,41.369
9.779,41.368
9.8,41.368
9.82,41.368
9.841,41.368
9.862,41.368
9.883,41.368
9.903,41.367
9.924,41.367
9.945,41.367
9.966,41.367
9.986,41.367
10.007,41.367
10.028,41.366
10.049,41.366
10.069,41.366
10.09,41.366
10.111,41.366
10.132,41.366
10.152,41.365
10.173,41.365
10.194,41.365
10.215,41.365
10.235,41.365
10.256,41.365
10.277,41.365
10.298,41.364
10.318,41.364
10.339,41.364
7.261,41.371
7.282,41.371
7.303,41.371
7.324,41.37
8.23,41.363
8.25,41.363
8.271,41.363
8.292,41.363
8.313,41.363
8.333,41.363
8.354,41.362
8.375,41.362
8.396,41.362
8.416,41.362
8.437,41.362
8.458,41.362
8.479,41.362
8.499,41.361
8.52,41.361
8.541,41.361
8.562,41.361
8.582,41.361
8.603,41.361
8.624,41.36
8.645,41.36
8.665,41.36
8.686,41.36
8.707,41.36
8.728,41.36
8.748,41.359
8.769,41.359
8.79,41.359
8.811,41.359
8.831,41.359
8.852,41.359
8.873,41.358
8.894,41.358
9.163,41.356
9.184,41.356
9.205,41.356
9.226,41.356
9.246,41.356
9.267,41.355
9.288,41.355
9.309,41.355
9.329,41.355
9.35,41.355
9.371,41.355
9.392,41.355
9.412,41.354
9.433,41.354
9.454,41.354
9.475,41.354
9.495,41.354
9.516,41.354
9.537,41.353
9.558,41.353
9.578,41.353
9.599,41.353
9.62,41.353
9.641,41.353
9.661,41.352
9.682,41.352
9.703,41.352
9.724,41.352
9.744,41.352
9.765,41.352
9.786,41.351
9.806,41.351
9.827,41.351
9.848,41.351
9.869,41.351
9.889,41.351
9.91,41.351
9.931,41.35
9.952,41.35
9.972,41.35
9.993,41.35
10.014,41.35
10.035,41.35
10.055,41.349
10.076,41.349
10.097,41.349
10.118,41.349
10.138,41.349
10.159,41.349
10.18,41.348
10.201,41.348
10.221,41.348
10.242,41.348
10.263,41.348
10.284,41.348
10.304,41.348
10.325,41.347
10.346,41.347
7.261,41.354
7.282,41.354
7.303,41.354
7.324,41.354
8.236,41.347
8.257,41.346
8.278,41.346
8.299,41.346
8.319,41.346
8.34,41.346
8.361,41.346
8.382,41.345
8.402,41.345
8.423,41.345
8.444,41.345
8.465,41.345
8.485,41.345
8.506,41.345
8.527,41.344
8.548,41.344
8.568,41.344
8.589,41.344
8.61,41.344
8.631,41.344
8.651,41.343
8.672,41.343
8.693,41.343
8.714,41.343
8.734,41.343
8.755,41.343
8.776,41.342
8.797,41.342
8.817,41.342
8.838,41.342
8.859,41.342
8.88,41.342
8.9,41.341
9.149,41.34
9.17,41.339
9.191,41.339
9.212,41.339
9.232,41.339
9.253,41.339
9.274,41.339
9.295,41.338
9.315,41.338
9.336,41.338
9.357,41.338
9.378,41.338
9.398,41.338
9.419,41.338
9.44,41.337
9.461,41.337
9.481,41.337
9.502,41.337
9.523,41.337
9.544,41.337
9.564,41.336
9.585,41.336
9.606,41.336
9.627,41.336
9.647,41.336
9.668,41.336
9.689,41.335
9.71,41.335
9.73,41.335
9.751,41.335
9.772,41.335
9.793,41.335
9.813,41.334
9.834,41.334
9.855,41.334
9.876,41.334
9.896,41.334
9.917,41.334
9.938,41.334
9.959,41.333
9.979,41.333
10.0,41.333
10.021,41.333
10.042,41.333
10.062,41.333
10.083,41.332
10.104,41.332
10.125,41.332
10.145,41.332
10.166,41.332
10.187,41.332
10.208,41.331
10.228,41.331
10.249,41.331
10.27,41.331
10.291,41.331
10.311,41.331
10.332,41.331
7.261,41.337
7.282,41.337
7.303,41.337
7.324,41.337
8.236,41.33
8.257,41.33
8.278,41.329
8.299,41.329
8.319,41.329
8.34,41.329
8.361,41.329
8.382,41.329
8.402,41.329
8.423,41.328
8.444,41.328
8.465,41.328
8.485,41.328
8.506,41.328
8.527,41.328
8.548,41.327
8.568,41.327
8.589,41.327
8.61,41.327
8.631,41.327
8.651,41.327
8.672,41.326
8.693,41.326
8.714,41.326
8.734,41.326
8.755,41.326
8.776,41.326
8.797,41.325
8.817,41.325
8.838,41.325
8.859,41.325
8.88,41.325
8.9,41.325
9.136,41.323
9.156,41.323
9.177,41.323
9.198,41.322
9.219,41.322
9.239,41.322
9.26,41.322
9.281,41.322
9.302,41.322
9.322,41.321
9.343,41.321
9.364,41.321
9.385,41.321
9.405,41.321
9.426,41.321
9.447,41.321
9.468,41.32
9.488,41.32
9.509,41.32
9.53,41.32
9.551,41.32
9.571,41.32
9.592,41.319
9.613,41.319
9.634,41.319
9.654,41.319
9.675,41.319
9.696,41.319
