rank,x_km,y_km,W2sq_weighted
1,8.56137048582534,30.923459008658,0.264829545603746
2,1.65435456330361,31.9756558834304,0.255164915107202
3,8.31802445442433,31.8148100820322,0.260875802267669
4,10.1556868914067,31.1991669088988,0.234382259431253
5,7.90705068055082,31.9779491260245,0.230558699936763
