rank,x_km,y_km,W2sq_utility
1,8.31802445442433,31.8148100820322,0.271080808276685
2,1.65435456330361,31.9756558834304,0.266949736915385
3,8.56137048582534,30.923459008658,0.261994534539603
4,2.7916373071964,32.9076260710204,0.261149861500025
5,8.70206658041881,32.5729270625653,0.248321794325024
