mode,fold,Well_ID,logK_obs,logK_pred,logK_sd,h_obs,h_pred,h_sd,cov90_K,cov90_h
base,4,A24,3.91202300542815,3.93576812744141,0.0764140106212787,35,31.6541224161784,1.80468601730207,1,0
base,5,P4,5.29831736654804,5.26272201538086,0.0990188804017568,36,33.0541793187459,1.34533746681339,1,0
base,5,P17,5.29831736654804,3.95375701586405,0.114877170681291,25,32.8660723368327,1.68013760782563,0,0
base,5,P20,4.60517018598809,4.44189105033874,0.105210519400219,20,18.0146571795146,1.93496720054985,1,1
base,5,R16,4.60517018598809,4.56123331387838,0.0857580529435283,26,20.8440846761068,1.63821758677024,1,0
base,5,A5,5.29831736654804,5.19586758613586,0.105172730952807,40,32.9105879465739,1.69345428218726,1,0
base,5,A10,5.29831736654804,3.98830350240072,0.119511259524824,25,32.7905818939209,1.5231480744489,0,0
base,5,A13,4.60517018598809,4.12603271007538,0.137432358011808,25,31.2050351460775,1.51923827690359,0,0
+L5,1,P3,5.29831736654804,5.16662656466166,0.0549720110626312,24,32.3427282333374,1.79346382062292,0,0
+L5,1,P5,5.29831736654804,5.19463067054749,0.0567238537923198,38,32.9703015645345,1.88981405706099,0,0
+L5,1,P10,5.29831736654804,5.07778299649557,0.0637844226261345,37,32.6354671478271,1.66935506723392,0,0
+L5,1,P12,3.91202300542815,5.09904910723368,0.0458783843185195,25,32.9582239151001,2.0583697458657,0,0
+L5,1,P19,4.86753445045558,4.63089669545492,0.0542377287540531,4,9.04669691721598,2.14310334138498,0,0
+L5,1,R8,4.86753445045558,4.49941167831421,0.0647956944169447,10,14.7381839116414,1.86233034425993,0,0
+L5,1,A4,5.29831736654804,5.17326318422953,0.0573874876287184,26,32.8547063191732,1.99483704491958,0,0
+L5,1,A23,3.91202300542815,4.15541450182597,0.0709902309594058,45,32.5799204508464,2.00037549828013,0,0
+L5,2,P13,3.91202300542815,4.20260411898295,0.060672513025676,35,31.2242801030477,2.06979915775781,0,0
