mode,fold,Well_ID,logK_obs,logK_pred,logK_sd,h_obs,h_pred,h_sd,cov90_K,cov90_h
+L6+L7,3,A3,5.29831736654804,5.08403353691101,0.100322336691263,14,31.7127115885417,2.02672212009341,0,0
+L6+L7,3,A9,5.29831736654804,5.16561716397603,0.0948295257862275,30,32.3367923736572,1.66865298365691,1,1
+L6+L7,3,A20,4.60517018598809,4.41891291936239,0.0840648132421165,25,29.5093570073446,1.90493225673617,0,0
+L6+L7,3,A21,4.86753445045558,4.72631142934163,0.0904198814466274,6,11.4264681180318,1.89995191449219,1,0
+L6+L7,3,A28,5.29831736654804,5.20043500264486,0.0937395181182841,44,31.8014540354411,1.66481272287634,1,0
+L6+L7,4,R11,4.24849524204936,4.47058811187744,0.0698492010226894,7,16.8365853945414,1.66332619114616,0,0
+L6+L7,4,R13,4.60517018598809,4.48109354972839,0.0747459129561915,20,17.5846184094747,1.74494129094847,0,1
+L6+L7,4,A11,3.91202300542815,3.95599041779836,0.0902610179176525,30,32.1723062515259,1.50580404539339,1,1
+L6+L7,4,A12,4.60517018598809,4.50239785512288,0.0939448550156156,26,21.4075270970662,1.58684793048728,1,0
+L6+L7,4,A14,4.86753445045558,4.89583800633748,0.0861955391194225,4,8.66145884990692,2.21727772495318,1,0
+L6+L7,4,A17,4.60517018598809,4.50610354741414,0.0845394417820891,25,25.1200152079264,1.93943452593897,1,1
+L6+L7,4,A24,3.91202300542815,3.97516305446625,0.0828965849102248,35,32.0844430923462,1.69659711593583,1,0
+L6+L7,5,P4,5.29831736654804,5.27719351450602,0.0784094685422744,36,32.960663541158,1.8092272697662,1,0
+L6+L7,5,P17,5.29831736654804,4.00466039180756,0.0930735835661948,25,32.0618878682454,2.24599254326109,0,0
+L6+L7,5,P20,4.60517018598809,4.49578421910604,0.12304415715921,20,16.851193968455,1.4150924696722,1,0
+L6+L7,5,R16,4.60517018598809,4.57910491625468,0.0783185645614654,26,21.0174870173136,1.61141776391143,1,0
+L6+L7,5,A5,5.29831736654804,5.2303173383077,0.0970403192118201,40,32.9594041188558,1.59481985951688,1,0
+L6+L7,5,A10,5.29831736654804,4.19191916783651,0.0991763509310617,25,32.5493989944458,2.03472535176096,0,0
+L6+L7,5,A13,4.60517018598809,4.20092996756236,0.137482522572825,25,31.4543745040894,1.58643960990447,0,0
full,1,P3,5.29831736654804,5.13642191886902,0.0626975556951605,24,32.0836848576864,1.72026008639537,0,0
full,1,P5,5.29831736654804,5.17157719930013,0.0619191869600791,38,33.0796766916911,1.53618337905939,0,0
full,1,P10,5.29831736654804,5.05705181757609,0.0690410592007557,37,32.3302955627441,1.6715445540541,0,0
full,1,P12,3.91202300542815,5.07894458770752,0.0688606135636271,25,32.5885284423828,1.63232734337878,0,0
full,1,P19,4.86753445045558,4.63838578859965,0.0656910071261105,4,9.7016650835673,2.16623113630476,0,0
full,1,R8,4.86753445045558,4.48963804244995,0.0516083139337639,10,15.1058224042257,2.07988384457795,0,0
full,1,A4,5.29831736654804,5.15715637207031,0.069387149798088,26,32.6811470031738,1.52659818493917,0,0
full,1,A23,3.91202300542815,4.18678725560506,0.0544093885481518,45,33.0490067164103,1.33423137211775,0,0
full,2,P13,3.91202300542815,4.21985306739807,0.0633667826026032,35,31.9968921025594,1.82416863896048,0,0
full,2,P21,4.60517018598809,4.49749539693197,0.0683339968878461,32,25.5556277592977,1.74514404906664,1,0
full,2,R12,4.60517018598809,4.60877070426941,0.0731473594960588,20,15.2429520289103,2.29306297044384,1,0
full,2,R15,4.60517018598809,4.52833491961161,0.0525863525942901,20,17.9962271690369,2.33647433110514,1,1
full,2,A1,5.29831736654804,5.0942302385966,0.0512630100866364,38,32.2133916219076,2.02099844636058,0,0
full,2,A18,3.91202300542815,4.5736178557078,0.0668065652162394,15,17.3212491353353,1.85093467770393,0,1
full,2,A25,3.91202300542815,4.39410575230916,0.0728834519383104,25,31.5144393285116,1.5987560097476,0,0
full,2,A30,5.29831736654804,5.131121190389,0.0569778750107498,36,32.0279505411784,2.26511132083402,0,0
full,3,P9,5.01063529409626,4.72835256258647,0.0858471514960707,40,32.7953684488932,1.53478001855649,0,0
full,3,P15,3.91202300542815,4.23623423576355,0.0721706278882087,45,32.4270167032878,2.0865949584932,0,0
full,3,A3,5.29831736654804,5.04719834327698,0.0638996633376785,14,31.9734322230021,1.93373157551672,0,0
full,3,A9,5.29831736654804,5.05864758491516,0.0665414832193152,30,31.6146111806234,2.00880349739836,0,1
full,3,A20,4.60517018598809,4.39380482037862,0.0594816611817965,25,29.1462865829468,1.7292483235757,0,0
full,3,A21,4.86753445045558,4.57344751358032,0.0616334755085537,6,10.513340028127,1.631631214575,0,0
full,3,A28,5.29831736654804,5.10686254501343,0.0718253382221334,44,31.6338307698568,1.77634683009273,0,0
full,4,R11,4.24849524204936,4.56445395151774,0.0514177003226764,7,16.2820116678874,1.80436999007923,0,0
full,4,R13,4.60517018598809,4.53582693735758,0.0587565677403868,20,17.1037050565084,1.68378505880959,1,0
full,4,A11,3.91202300542815,4.27925229072571,0.0701083898127523,30,32.4371622085571,1.75753488711017,0,1
full,4,A12,4.60517018598809,4.4654400507609,0.0530256346949397,26,21.5690914154053,1.87755014316906,0,0
full,4,A14,4.86753445045558,4.73928594589233,0.0765000373686191,4,8.50040988922119,2.38467747763563,0,0
full,4,A17,4.60517018598809,4.4528067111969,0.0641763261524214,25,25.0052344640096,1.82958656058148,0,1
full,4,A24,3.91202300542815,4.29093777338664,0.0719410273044733,35,31.5279827753703,1.72223065436196,0,0
full,5,P4,5.29831736654804,5.13567434946696,0.078379140122273,36,32.8797027587891,1.64975230538842,0,0
full,5,P17,5.29831736654804,4.73231350580851,0.0642904077399966,25,32.8483551025391,1.95423313563084,0,0
full,5,P20,4.60517018598809,4.45772307713827,0.0579393981402701,20,17.4340862592061,1.35736956188906,0,0
full,5,R16,4.60517018598809,4.42045742670695,0.0544762389531191,26,20.6862503687541,1.87151491334075,0,0
full,5,A5,5.29831736654804,4.89926527341207,0.0727518474798891,40,33.4027001698812,1.99322825466817,0,0
full,5,A10,5.29831736654804,4.77333501180013,0.0652479786857994,25,32.531071472168,1.67643103907991,0,0
full,5,A13,4.60517018598809,4.27658184369405,0.0673435928341713,25,30.6965885162354,1.63557097650696,0,0
base+L4,1,P3,5.29831736654804,5.32299626668294,0.0996944301036278,24,32.670416132609,1.71308342337364,1,0
base+L4,1,P5,5.29831736654804,5.2284708182017,0.0955016909737255,38,33.0645287195841,1.53586961274167,1,0
base+L4,1,P10,5.29831736654804,5.24734624226888,0.0806431348537488,37,32.4344639460246,1.93332572499326,1,0
base+L4,1,P12,3.91202300542815,5.27782236735026,0.0839093276109846,25,32.3914546966553,1.44012220266334,0,0
base+L4,1,P19,4.86753445045558,4.33189051946004,0.125649748541099,4,8.86125090916951,1.7139006444978,0,0
base+L4,1,R8,4.86753445045558,4.60335508982341,0.0847204474511149,10,14.2988643010457,1.80927843776337,0,0
base+L4,1,A4,5.29831736654804,5.3362576007843,0.0745099598361095,26,32.6753103256226,1.46697631337128,1,0
base+L4,1,A23,3.91202300542815,3.98037633101145,0.106365497708918,45,32.7986026128133,1.74954259056875,1,0
base+L4,2,P13,3.91202300542815,3.9612463871638,0.126442199511064,35,31.8436575571696,1.70172717955361,1,0
base+L4,2,P21,4.60517018598809,4.536230357488,0.100236181947821,32,25.7147987365723,1.94366767220646,1,0
base+L4,2,R12,4.60517018598809,4.5937686920166,0.0970090364119839,20,14.5250960032145,1.61263630725081,1,0
base+L4,2,R15,4.60517018598809,4.59035838445028,0.0915772836543913,20,18.440167872111,1.92385682853672,1,1
base+L4,2,A1,5.29831736654804,5.1973299185435,0.0747922958609664,38,32.5568466822306,1.99620511838743,1,0
base+L4,2,A18,3.91202300542815,4.38860289255778,0.104414020574127,15,17.6702414830526,2.06560835881852,0,1
base+L4,2,A25,3.91202300542815,4.06272873878479,0.113759052900417,25,32.4290478388468,1.37444690178942,1,0
base+L4,2,A30,5.29831736654804,5.22468028068542,0.0730123978746268,36,32.5289851506551,1.69537705728034,1,0
base+L4,3,P9,5.01063529409626,4.60306075414022,0.206747817314413,40,32.5458550771077,1.67637015777343,0,0
base+L4,3,P15,3.91202300542815,4.02562129497528,0.120480171336633,45,32.3195906956991,1.41502391708193,1,0
base+L4,3,A3,5.29831736654804,5.21785577138265,0.123263358678787,14,31.7575160980225,1.7544766976026,1,0
base+L4,3,A9,5.29831736654804,5.22924660046895,0.089058686597775,30,32.0976132710775,1.44019470867399,1,1
base+L4,3,A20,4.60517018598809,4.41150080362956,0.105366220422188,25,30.0417840957642,1.45976590345117,0,0
base+L4,3,A21,4.86753445045558,4.73246188163757,0.100482378838491,6,10.8427614529928,1.63228157811398,1,0
base+L4,3,A28,5.29831736654804,5.27565205891927,0.0800715739608984,44,31.0706903457642,1.37843303112294,1,0
base+L4,4,R11,4.24849524204936,4.4992817401886,0.098399138636454,7,15.9559633572896,1.7470263588539,0,0
base+L4,4,R13,4.60517018598809,4.55339023272196,0.0751978829960082,20,17.6716329256694,1.9202413265384,1,1
base+L4,4,A11,3.91202300542815,3.93222612539927,0.123534330810911,30,32.8046813964844,1.7548200098809,1,1
base+L4,4,A12,4.60517018598809,4.50830008188883,0.0843981994668801,26,21.2639759699504,1.75918035708482,1,0
base+L4,4,A14,4.86753445045558,4.93724492390951,0.0947527058870415,4,8.41704422632853,2.0101825017585,1,0
base+L4,4,A17,4.60517018598809,4.50575826962789,0.11049177843049,25,24.6951040267944,1.35234421466685,1,1
base+L4,4,A24,3.91202300542815,3.93174654642741,0.0926436022795002,35,31.6104683558146,1.05822324596402,1,0
base+L4,5,P4,5.29831736654804,5.28853278160095,0.0936954016129042,36,33.2746414820353,1.50485594636657,1,0
base+L4,5,P17,5.29831736654804,3.97831700642904,0.0964220358449141,25,32.6850247701009,1.92162991031731,0,0
base+L4,5,P20,4.60517018598809,4.43393810590108,0.0952277366331775,20,17.6240232785543,2.0497475308998,0,1
base+L4,5,R16,4.60517018598809,4.57879627545675,0.0693909969015555,26,20.780556233724,1.83526643672832,1,0
base+L4,5,A5,5.29831736654804,5.18416806856791,0.107701642698238,40,32.9856757481893,1.6452129097804,1,0
base+L4,5,A10,5.29831736654804,3.95985562801361,0.102089926429632,25,32.376627667745,1.60964275251685,0,0
base+L4,5,A13,4.60517018598809,4.11194066206614,0.11308343283916,25,31.7839493433634,1.61037848541227,0,0
